test_data,I_a,I_b,I_c,Fault_Type
563,2.293553,2.293553,0,1
564,2.295054,2.295054,0,1
565,2.294033,2.294033,0,1
566,2.295668,2.295668,0,1
567,2.295251,2.295251,0,1
568,2.295498,2.295498,0,1
569,2.295258,2.295258,0,1
570,2.292873,2.292873,0,1
571,2.293482,2.293482,0,1
572,2.293144,2.293144,0,1
573,2.295557,2.295557,0,1
574,2.295222,2.295222,0,1
575,2.2943,2.2943,0,1
576,2.295387,2.295387,0,1
577,2.295128,2.295128,0,1
578,2.295684,2.295684,0,1
579,2.294677,2.294677,0,1
580,2.292848,2.292848,0,1
581,2.292789,2.292789,0,1
582,2.295885,2.295885,0,1
583,2.294117,2.294117,0,1
584,2.294307,2.294307,0,1
585,2.295375,2.295375,0,1
586,2.293291,2.293291,0,1
587,2.29348,2.29348,0,1
588,2.295294,2.295294,0,1
589,2.294118,2.294118,0,1
590,2.293137,2.293137,0,1
591,2.294571,2.294571,0,1
592,2.294983,2.294983,0,1
593,2.293134,2.293134,0,1
594,2.292768,2.292768,0,1
595,2.295933,2.295933,0,1
596,2.296031,2.296031,0,1
597,2.293386,2.293386,0,1
598,2.294444,2.294444,0,1
599,2.294733,2.294733,0,1
600,2.295839,2.295839,0,1
601,2.292845,2.292845,0,1
602,2.295612,2.295612,0,1
603,2.295205,2.295205,0,1
604,2.295019,2.295019,0,1
605,2.295068,2.295068,0,1
606,2.294653,2.294653,0,1
607,2.293875,2.293875,0,1
608,2.294124,2.294124,0,1
609,2.295593,2.295593,0,1
610,2.295709,2.295709,0,1
611,2.293869,2.293869,0,1
612,2.293723,2.293723,0,1
613,2.293411,2.293411,0,1
614,2.294852,2.294852,0,1
615,2.294236,2.294236,0,1
616,2.293831,2.293831,0,1
617,2.295883,2.295883,0,1
618,2.294316,2.294316,0,1
619,2.296074,2.296074,0,1
620,2.293064,2.293064,0,1
621,2.295695,2.295695,0,1
622,2.295023,2.295023,0,1
623,2.296113,2.296113,0,1
624,2.295551,2.295551,0,1
625,2.295179,2.295179,0,1
626,2.295051,2.295051,0,1
627,2.293426,2.293426,0,1
628,2.292956,2.292956,0,1
629,2.294348,2.294348,0,1
630,2.295925,2.295925,0,1
631,2.294924,2.294924,0,1
632,2.294811,2.294811,0,1
633,2.295198,2.295198,0,1
634,2.293572,2.293572,0,1
635,2.295363,2.295363,0,1
636,2.295153,2.295153,0,1
637,2.293291,2.293291,0,1
638,2.294386,2.294386,0,1
639,2.29365,2.29365,0,1
640,2.293242,2.293242,0,1
641,2.294013,2.294013,0,1
642,2.292927,2.292927,0,1
643,2.294105,2.294105,0,1
644,2.295309,2.295309,0,1
645,2.293513,2.293513,0,1
646,2.29564,2.29564,0,1
647,2.295053,2.295053,0,1
648,2.292779,2.292779,0,1
649,2.293376,2.293376,0,1
650,2.295943,2.295943,0,1
651,2.293576,2.293576,0,1
652,2.294522,2.294522,0,1
653,2.295299,2.295299,0,1
654,2.294088,2.294088,0,1
655,2.294308,2.294308,0,1
656,2.293103,2.293103,0,1
657,2.294823,2.294823,0,1
658,2.293535,2.293535,0,1
659,2.294369,2.294369,0,1
660,2.295901,2.295901,0,1
661,2.294948,2.294948,0,1
662,2.294054,2.294054,0,1
663,2.295552,2.295552,0,1
664,2.293457,2.293457,0,1
665,2.293551,2.293551,0,1
666,2.293537,2.293537,0,1
667,2.29277,0,2.294002,1
668,2.294962,0,2.295504,1
669,2.295891,0,2.29518,1
670,2.294187,0,2.294106,1
671,2.294824,0,2.295898,1
672,2.295644,0,2.295287,1
673,2.295368,0,2.294573,1
674,2.295688,0,2.293582,1
675,2.29449,0,2.293838,1
676,2.294673,0,2.295698,1
677,2.295515,0,2.294491,1
678,2.295444,0,2.294193,1
679,2.295308,0,2.294884,1
680,2.293329,0,2.294796,1
681,2.295971,0,2.294638,1
682,2.295482,0,2.292888,1
683,2.29525,0,2.295921,1
684,2.293745,0,2.29308,1
685,2.293202,0,2.293643,1
686,2.294759,0,2.294574,1
687,2.293839,0,2.295584,1
688,2.295083,0,2.293821,1
689,2.294074,0,2.292842,1
690,2.294721,0,2.294558,1
691,2.296034,0,2.293982,1
692,2.295272,0,2.295909,1
693,2.295943,0,2.293043,1
694,2.296025,0,2.29368,1
695,2.29529,0,2.295129,1
696,2.294302,0,2.292915,1
697,2.295794,0,2.293121,1
698,2.294754,0,2.293739,1
699,2.295467,0,2.292886,1
700,2.295822,0,2.295438,1
701,2.29292,0,2.293602,1
702,2.294278,0,2.294071,1
703,2.29557,0,2.295343,1
704,2.295558,0,2.293359,1
705,2.292951,0,2.295264,1
706,2.294079,0,2.294994,1
707,2.292931,0,2.293923,1
708,2.293681,0,2.294145,1
709,2.294635,0,2.293797,1
710,2.296049,0,2.294907,1
711,2.295771,0,2.295695,1
712,2.295631,0,2.294681,1
713,2.293629,0,2.295317,1
714,2.292891,0,2.295404,1
715,2.295671,0,2.295011,1
716,2.293504,0,2.294528,1
717,2.292951,0,2.294502,1
718,2.294307,0,2.295035,1
719,2.294409,0,2.295659,1
720,2.293851,0,2.294189,1
721,2.2946,0,2.295866,1
722,2.293256,0,2.293497,1
723,2.294793,0,2.292762,1
724,2.295637,0,2.292767,1
725,2.295046,0,2.293712,1
726,2.293051,0,2.295201,1
727,2.294814,0,2.295678,1
728,2.295427,0,2.293129,1
729,2.294905,0,2.293362,1
730,2.293189,0,2.294624,1
731,2.292934,0,2.296063,1
732,2.296012,0,2.294227,1
733,2.296103,0,2.295532,1
734,2.292965,0,2.295723,1
735,2.294615,0,2.296081,1
736,2.292859,0,2.296083,1
737,2.293017,0,2.294076,1
738,2.293166,0,2.293324,1
739,2.293826,0,2.292798,1
740,2.29562,0,2.295771,1
741,2.294465,0,2.294415,1
742,2.293811,0,2.295964,1
743,2.296007,0,2.293,1
744,2.294964,0,2.293867,1
745,2.295903,0,2.294255,1
746,2.294151,0,2.293439,1
747,2.294514,0,2.295796,1
748,2.295595,0,2.295761,1
749,2.294882,0,2.293758,1
750,2.293926,0,2.293959,1
751,2.294559,0,2.294743,1
752,2.296117,0,2.294939,1
753,2.293129,0,2.295726,1
754,2.294774,0,2.295368,1
755,2.295124,0,2.292807,1
756,2.293188,0,2.295761,1
757,2.292973,0,2.293618,1
758,2.29494,0,2.293902,1
759,2.294333,0,2.295532,1
760,2.295225,0,2.293217,1
761,2.295305,0,2.29491,1
762,2.294743,0,2.294238,1
763,2.294516,0,2.293602,1
764,2.295536,0,2.293678,1
765,2.293263,0,2.295776,1
766,2.294851,0,2.295556,1
767,2.295847,0,2.29536,1
768,2.294075,0,2.293482,1
769,2.294932,0,2.295796,1
770,2.293825,0,2.294067,1
771,2.294929,0,2.294274,1
772,2.293658,0,2.293172,1
773,2.293641,0,2.295902,1
774,2.294294,0,2.296093,1
775,2.295063,0,2.29363,1
776,2.294656,0,2.292762,1
777,2.294531,0,2.293038,1
778,2.294662,0,2.293013,1
779,2.29471,0,2.294344,1
780,2.29448,0,2.29316,1
781,2.295835,0,2.294729,1
782,2.294445,0,2.293273,1
783,2.295754,0,2.29382,1
784,2.294788,0,2.2933,1
785,2.295446,0,2.293284,1
786,2.295638,0,2.294928,1
787,2.295149,0,2.293546,1
788,2.294881,0,2.294055,1
789,2.294713,0,2.293635,1
790,2.296072,0,2.293612,1
791,2.294132,0,2.295064,1
792,2.293772,0,2.293697,1
793,2.294294,0,2.294252,1
794,2.295236,0,2.29385,1
795,2.295718,0,2.294852,1
796,2.295445,0,2.293694,1
797,2.295485,0,2.295153,1
798,2.293472,0,2.294355,1
799,2.295256,0,2.293485,1
800,2.293081,0,2.295434,1
801,2.293047,0,2.294216,1
802,2.295648,0,2.295469,1
803,2.294553,0,2.294879,1
804,2.295621,0,2.292938,1
805,2.29585,0,2.295555,1
806,2.295168,0,2.294537,1
807,2.292896,0,2.293091,1
808,2.294741,0,2.293591,1
809,2.295,0,2.293366,1
810,2.295305,0,2.295652,1
811,2.295731,0,2.295732,1
812,2.294859,0,2.292801,1
813,2.295356,0,2.294499,1
814,2.294957,0,2.295645,1
815,2.295491,0,2.29374,1
816,2.294073,0,2.293285,1
817,2.295152,0,2.295711,1
818,2.29448,0,2.295581,1
819,2.295729,0,2.296108,1
820,2.295564,0,2.295486,1
821,2.294899,0,2.295518,1
822,2.2944,0,2.295095,1
823,2.29583,0,2.293623,1
824,2.29582,0,2.29609,1
825,2.295812,0,2.295425,1
826,2.295297,0,2.293501,1
827,2.295839,0,2.294708,1
828,2.295556,0,2.295718,1
829,2.29346,0,2.295131,1
830,2.295308,0,2.295094,1
831,2.29573,0,2.292762,1
832,2.292884,0,2.294041,1
833,2.296127,0,2.295964,1
834,2.29507,0,2.295026,1
835,2.29472,0,2.295299,1
836,2.295158,0,2.29374,1
837,2.292852,0,2.29458,1
838,2.293931,0,2.294888,1
839,2.293745,0,2.292786,1
840,2.294153,0,2.294745,1
841,2.294914,0,2.293238,1
842,2.294935,0,2.294248,1
843,2.293426,0,2.293122,1
844,2.293866,0,2.295226,1
845,2.295692,0,2.294177,1
846,2.296104,0,2.29426,1
847,2.292746,0,2.294452,1
848,2.293239,0,2.29613,1
849,2.293847,0,2.293854,1
850,2.295218,0,2.294579,1
851,2.295561,0,2.296083,1
852,2.294804,0,2.295416,1
853,2.294352,0,2.292876,1
854,2.292909,0,2.295326,1
855,2.295581,0,2.296012,1
856,2.293967,0,2.292919,1
857,2.294658,0,2.292901,1
858,2.29523,0,2.296014,1
859,2.296105,0,2.293934,1
860,2.294731,0,2.294494,1
861,2.293517,0,2.294858,1
862,2.295589,0,2.29559,1
863,2.293556,0,2.296005,1
864,2.293204,0,2.294042,1
865,2.293946,0,2.294857,1
866,2.294285,0,2.293075,1
867,2.295748,0,2.295664,1
868,2.295925,0,2.29564,1
869,2.294262,0,2.294721,1
870,2.295047,0,2.296058,1
871,2.293077,0,2.294649,1
872,2.294008,0,2.295637,1
