test_data,I_a,I_b,I_c,Fault_Type
497,2.730378,2.726638,0,3
498,2.731204,2.729306,0,3
499,2.7284,2.721059,0,3
500,2.728683,2.721809,0,3
501,2.73033,2.726494,0,3
502,2.731591,2.730668,0,3
503,2.729372,2.72369,0,3
504,2.730383,2.726654,0,3
505,2.729217,2.72326,0,3
506,2.730165,2.725993,0,3
507,2.729793,2.724893,0,3
508,2.728865,2.722297,0,3
509,2.730006,2.725517,0,3
510,2.731519,2.730408,0,3
511,2.727941,2.719873,0,3
512,2.729202,2.723217,0,3
513,2.729108,2.722959,0,3
514,2.730308,2.726426,0,3
515,2.728191,2.720514,0,3
516,2.72888,2.722337,0,3
517,2.730402,2.726713,0,3
518,2.730004,2.725513,0,3
519,2.730927,2.72838,0,3
520,2.731326,2.729728,0,3
521,2.730102,2.725803,0,3
522,2.731358,2.729837,0,3
523,2.729129,2.723016,0,3
524,2.729674,2.724548,0,3
525,2.727035,2.717614,0,3
526,2.729959,2.72538,0,3
527,2.727754,2.719397,0,3
528,2.731187,2.729251,0,3
529,2.729179,2.723154,0,3
530,2.728323,2.720858,0,3
531,2.727296,2.718254,0,3
532,2.727661,2.719163,0,3
533,2.729617,2.724386,0,3
534,2.729316,2.723535,0,3
535,2.727992,2.720003,0,3
536,2.731275,2.729551,0,3
537,2.729288,2.723457,0,3
538,2.729341,2.723606,0,3
539,2.730685,2.727599,0,3
540,2.728595,2.721574,0,3
541,2.729684,2.724577,0,3
542,2.730491,2.72699,0,3
543,2.727088,2.717742,0,3
544,2.72877,2.72204,0,3
545,2.730982,2.728562,0,3
546,2.729241,2.723326,0,3
547,2.727361,2.718415,0,3
548,2.731601,2.730704,0,3
549,2.731557,2.730546,0,3
550,2.730697,2.727638,0,3
551,2.728762,2.72202,0,3
552,2.729346,2.723619,0,3
553,2.726827,2.717109,0,3
554,2.727716,2.7193,0,3
555,2.730152,2.725953,0,3
556,2.729023,2.722727,0,3
557,2.727258,2.71816,0,3
558,2.73094,2.728425,0,3
559,2.72864,2.721692,0,3
560,2.727283,2.718221,0,3
561,2.729791,2.724888,0,3
562,2.731512,2.730382,0,3
563,2.72875,2.721986,0,3
564,2.729984,2.725454,0,3
565,2.727825,2.719576,0,3
566,2.728547,2.721446,0,3
567,2.730559,2.727202,0,3
568,2.728129,2.720353,0,3
569,2.731049,2.728784,0,3
570,2.731347,2.7298,0,3
571,2.727696,2.71925,0,3
572,2.73054,2.727141,0,3
573,2.729939,2.72532,0,3
574,2.729816,2.724961,0,3
575,2.729329,2.723572,0,3
576,2.73065,2.727489,0,3
577,2.728367,2.720972,0,3
578,2.730607,2.727352,0,3
579,2.728397,2.721052,0,3
580,2.731291,2.729605,0,3
581,2.7309,2.728294,0,3
582,2.730357,2.726575,0,3
583,2.728867,2.722302,0,3
584,2.730258,2.726274,0,3
585,2.729243,2.723332,0,3
586,2.731654,2.730899,0,3
587,2.7284,2.721059,0,3
588,2.727685,2.719222,0,3
589,2.730125,2.725872,0,3
590,2.730863,2.728172,0,3
591,2.731175,2.729209,0,3
592,2.73133,2.72974,0,3
593,2.730066,2.725697,0,3
594,2.729666,2.724525,0,3
595,2.731365,2.729863,0,3
596,2.728356,2.720945,0,3
597,2.731479,2.730264,0,3
598,2.731632,2.730818,0,3
599,2.730296,2.726389,0,3
600,2.729214,2.72325,0,3
601,2.729013,2.722697,0,3
602,2.729783,2.724864,0,3
603,2.73029,2.726369,0,3
604,2.730758,2.727832,0,3
605,2.728083,2.720236,0,3
606,2.728671,2.721775,0,3
607,2.731384,2.729929,0,3
608,2.730171,2.72601,0,3
609,2.728599,2.721584,0,3
610,2.731325,2.729724,0,3
611,2.728849,2.722252,0,3
612,2.727648,2.719131,0,3
613,2.729741,2.724743,0,3
614,2.728871,2.722313,0,3
615,2.727272,2.718194,0,3
616,2.729643,2.72446,0,3
617,2.728443,2.721171,0,3
618,2.728649,2.721716,0,3
619,2.730219,2.726154,0,3
620,2.728685,2.721812,0,3
621,2.731224,2.729376,0,3
622,2.72921,2.723241,0,3
623,2.727739,2.719358,0,3
624,2.731127,2.729045,0,3
625,2.728933,2.722479,0,3
626,2.728882,2.722343,0,3
627,2.727411,2.718539,0,3
628,2.729964,2.725393,0,3
629,2.730152,2.725953,0,3
630,2.730057,2.725668,0,3
631,2.730905,2.728309,0,3
632,2.731591,2.730667,0,3
633,2.730814,2.728014,0,3
634,2.728787,2.722086,0,3
635,2.731,2.728621,0,3
636,2.731186,2.729245,0,3
637,2.730213,2.726138,0,3
638,2.728265,2.720707,0,3
639,2.731542,2.730491,0,3
640,2.72804,2.720124,0,3
641,2.730394,2.726689,0,3
642,2.729759,2.724794,0,3
643,2.731521,2.730416,0,3
644,2.730102,2.725803,0,3
645,2.727808,2.719533,0,3
646,2.730109,2.725824,0,3
647,2.728279,2.720744,0,3
648,2.729959,2.725378,0,3
649,2.727858,2.71966,0,3
650,2.730196,2.726085,0,3
651,2.731362,2.729853,0,3
652,2.728784,2.722079,0,3
653,2.730203,2.726105,0,3
654,2.727858,2.719659,0,3
655,2.727212,2.718046,0,3
656,2.727759,2.719409,0,3
657,2.728718,2.721902,0,3
658,2.728382,2.721011,0,3
659,2.729704,2.724636,0,3
660,2.726851,2.717167,0,3
661,2.729764,2.724808,0,3
662,2.731466,2.73022,0,3
663,2.728232,2.72062,0,3
664,2.729394,2.723753,0,3
665,2.731045,2.728773,0,3
666,2.729349,0,2.723627,3
667,2.729441,0,2.723886,3
668,2.728557,0,2.721472,3
669,2.727269,0,2.718188,3
670,2.72895,0,2.722528,3
671,2.729715,0,2.724668,3
672,2.731313,0,2.729684,3
673,2.729536,0,2.724154,3
674,2.729427,0,2.723846,3
675,2.730856,0,2.728149,3
676,2.728209,0,2.720562,3
677,2.72975,0,2.724767,3
678,2.729483,0,2.724003,3
679,2.728277,0,2.720738,3
680,2.729447,0,2.723902,3
681,2.729335,0,2.723587,3
682,2.727708,0,2.719281,3
683,2.729219,0,2.723264,3
684,2.727967,0,2.719939,3
685,2.728283,0,2.720754,3
686,2.731639,0,2.730843,3
687,2.730555,0,2.727189,3
688,2.730637,0,2.727448,3
689,2.727644,0,2.71912,3
690,2.728814,0,2.722159,3
691,2.72843,0,2.721137,3
692,2.730879,0,2.728225,3
693,2.729054,0,2.72281,3
694,2.729875,0,2.725131,3
695,2.730722,0,2.727719,3
696,2.729746,0,2.724755,3
697,2.730301,0,2.726404,3
698,2.729887,0,2.725167,3
699,2.72748,0,2.71871,3
700,2.727532,0,2.718839,3
701,2.731549,0,2.730517,3
702,2.728664,0,2.721758,3
703,2.731174,0,2.729206,3
704,2.727048,0,2.717645,3
705,2.729431,0,2.723856,3
706,2.729515,0,2.724094,3
707,2.731127,0,2.729046,3
708,2.730625,0,2.727408,3
709,2.727162,0,2.717923,3
710,2.727099,0,2.71777,3
711,2.729535,0,2.724151,3
712,2.731374,0,2.729893,3
713,2.728054,0,2.720161,3
714,2.730645,0,2.727473,3
715,2.729452,0,2.723917,3
716,2.728313,0,2.720833,3
717,2.726939,0,2.717379,3
718,2.728173,0,2.720469,3
719,2.72947,0,2.723969,3
720,2.729895,0,2.725191,3
721,2.731537,0,2.730472,3
722,2.727548,0,2.71888,3
723,2.729757,0,2.724787,3
724,2.727968,0,2.719941,3
725,2.731504,0,2.730356,3
726,2.729704,0,2.724635,3
727,2.730022,0,2.725566,3
728,2.728859,0,2.72228,3
729,2.731034,0,2.728736,3
730,2.72965,0,2.724479,3
731,2.729257,0,2.723371,3
732,2.728428,0,2.721133,3
733,2.731414,0,2.730036,3
734,2.727326,0,2.718326,3
735,2.731413,0,2.730033,3
736,2.730274,0,2.72632,3
737,2.730704,0,2.727661,3
738,2.730269,0,2.726306,3
739,2.730234,0,2.726201,3
740,2.731606,0,2.730725,3
741,2.730386,0,2.726665,3
742,2.729329,0,2.723572,3
743,2.728227,0,2.720608,3
744,2.730616,0,2.727379,3
745,2.730033,0,2.725598,3
746,2.729291,0,2.723466,3
747,2.728529,0,2.721399,3
748,2.729391,0,2.723745,3
749,2.729349,0,2.723626,3
750,2.73132,0,2.729707,3
751,2.727018,0,2.717572,3
752,2.728115,0,2.720317,3
753,2.7278,0,2.719514,3
754,2.728288,0,2.720766,3
755,2.730979,0,2.728552,3
756,2.730282,0,2.726347,3
757,2.729213,0,2.723249,3
758,2.72723,0,2.718091,3
759,2.728033,0,2.720108,3
760,2.727063,0,2.717682,3
761,2.727022,0,2.717581,3
762,2.727517,0,2.718802,3
763,2.727996,0,2.720012,3
764,2.72993,0,2.725294,3
765,2.731363,0,2.729857,3
766,2.727502,0,2.718764,3
767,2.729253,0,2.723359,3
768,2.727765,0,2.719426,3
769,2.730836,0,2.728083,3
770,2.729577,0,2.724272,3
771,2.731612,0,2.730745,3
772,2.730628,0,2.727418,3
773,2.728856,0,2.722272,3
774,2.730987,0,2.728578,3
775,2.728718,0,2.7219,3
776,2.731614,0,2.730753,3
777,2.728517,0,2.721368,3
778,2.728002,0,2.720028,3
779,2.72927,0,2.723406,3
780,2.727352,0,2.718391,3
781,2.728322,0,2.720855,3
782,2.727899,0,2.719764,3
783,2.730116,0,2.725846,3
784,2.729872,0,2.725124,3
785,2.73049,0,2.726987,3
786,2.728946,0,2.722517,3
787,2.731529,0,2.730445,3
788,2.731613,0,2.730748,3
789,2.731474,0,2.730248,3
790,2.726954,0,2.717416,3
791,2.729073,0,2.722863,3
792,2.730269,0,2.726305,3
793,2.730883,0,2.728238,3
794,2.730509,0,2.727045,3
795,2.727765,0,2.719425,3
796,2.727851,0,2.719643,3
797,2.731583,0,2.730641,3
798,2.729957,0,2.725374,3
799,2.728958,0,2.722549,3
800,2.728823,0,2.722184,3
801,2.730571,0,2.72724,3
802,2.729922,0,2.725271,3
803,2.727684,0,2.719221,3
804,2.728824,0,2.722186,3
805,2.730089,0,2.725764,3
806,2.730014,0,2.725541,3
807,2.730543,0,2.727153,3
808,2.731379,0,2.729913,3
809,2.730223,0,2.726168,3
810,2.72967,0,2.724537,3
811,2.730516,0,2.727067,3
812,2.730515,0,2.727064,3
813,2.73022,0,2.726159,3
814,2.731048,0,2.728782,3
815,2.727555,0,2.718897,3
816,2.727585,0,2.718973,3
817,2.73092,0,2.728359,3
818,2.731367,0,2.729871,3
819,2.730211,0,2.726131,3
820,2.728846,0,2.722246,3
821,2.730427,0,2.726791,3
822,2.73162,0,2.730773,3
823,2.729725,0,2.724696,3
824,2.728733,0,2.721942,3
825,2.731091,0,2.728926,3
826,2.727243,0,2.718123,3
827,2.727534,0,2.718844,3
828,2.727216,0,2.718056,3
829,2.728375,0,2.720993,3
830,2.731637,0,2.730835,3
831,2.730886,0,2.728247,3
832,2.730851,0,2.728133,3
833,2.731041,0,2.728757,3
834,2.731184,0,2.729238,3
835,2.73015,0,2.725948,3
836,2.728387,0,2.721024,3
837,2.729904,0,2.725217,3
838,2.72861,0,2.721613,3
839,2.731586,0,2.73065,3
840,2.731548,0,2.730514,3
841,2.731147,0,2.729115,3
842,2.731042,0,2.72876,3
843,2.729058,0,2.722822,3
844,2.731646,0,2.730871,3
845,2.729056,0,2.722816,3
846,2.729266,0,2.723394,3
847,2.727986,0,2.719986,3
848,2.730863,0,2.728173,3
849,2.729525,0,2.724122,3
850,2.731458,0,2.730193,3
851,2.729362,0,2.723663,3
852,2.728307,0,2.720815,3
853,2.72891,0,2.722418,3
854,2.72949,0,2.724024,3
855,2.731226,0,2.729383,3
856,2.727582,0,2.718964,3
857,2.731143,0,2.729102,3
858,2.731646,0,2.73087,3
859,2.728006,0,2.720037,3
860,2.731203,0,2.729305,3
861,2.729644,0,2.724464,3
862,2.729771,0,2.724828,3
863,2.72941,0,2.723798,3
864,2.730916,0,2.728344,3
865,2.729417,0,2.723817,3
866,2.728192,0,2.720518,3
867,2.729545,0,2.72418,3
868,2.730436,0,2.726818,3
869,2.73101,0,2.728655,3
870,2.727295,0,2.71825,3
871,2.727845,0,2.719627,3
872,2.731144,0,2.729104,3
