test_data,I_a,I_b,I_c,Fault_Type
227,2.793507,0,0,2
228,2.793111,0,0,2
229,2.791817,0,0,2
230,2.794464,0,0,2
231,2.792539,0,0,2
232,2.790689,0,0,2
233,2.795407,0,0,2
234,2.791218,0,0,2
235,2.796397,0,0,2
236,2.794188,0,0,2
237,2.793411,0,0,2
238,2.791767,0,0,2
239,2.79597,0,0,2
240,2.79563,0,0,2
241,2.792085,0,0,2
242,2.796945,0,0,2
243,2.791215,0,0,2
244,2.796825,0,0,2
245,2.79129,0,0,2
246,2.79482,0,0,2
247,2.79052,0,0,2
248,2.790343,0,0,2
249,2.796296,0,0,2
250,2.789283,0,0,2
251,2.794831,0,0,2
252,2.794807,0,0,2
253,2.796904,0,0,2
254,2.789968,0,0,2
255,2.791408,0,0,2
256,2.788739,0,0,2
257,2.78819,0,0,2
258,2.790942,0,0,2
259,2.794817,0,0,2
260,2.788182,0,0,2
261,2.789875,0,0,2
262,2.794145,0,0,2
263,2.795797,0,0,2
264,2.79236,0,0,2
265,2.789768,0,0,2
266,2.793013,0,0,2
267,2.796259,0,0,2
268,2.79026,0,0,2
269,2.792791,0,0,2
270,2.792652,0,0,2
271,2.794051,0,0,2
272,2.792062,0,0,2
273,2.79512,0,0,2
274,2.795416,0,0,2
275,2.789102,0,0,2
276,2.796237,0,0,2
277,2.789589,0,0,2
278,2.79575,0,0,2
279,2.790249,0,0,2
280,2.791099,0,0,2
281,2.79688,0,0,2
282,2.794614,0,0,2
283,2.794274,0,0,2
284,2.796022,0,0,2
285,2.794205,0,0,2
286,2.793588,0,0,2
287,2.789327,0,0,2
288,2.788827,0,0,2
289,2.790639,0,0,2
290,2.794824,0,0,2
291,2.794045,0,0,2
292,2.789604,0,0,2
293,2.79699,0,0,2
294,2.790908,0,0,2
295,2.789549,0,0,2
296,2.794478,0,0,2
297,2.791598,0,0,2
298,2.787948,0,0,2
299,2.788645,0,0,2
300,2.79065,0,0,2
301,2.788358,0,0,2
302,2.78963,0,0,2
303,2.795253,0,0,2
304,2.792168,0,0,2
305,2.795264,0,0,2
306,2.796602,0,0,2
307,2.793212,0,0,2
308,2.791351,0,0,2
309,2.794641,0,0,2
310,2.791584,0,0,2
311,2.789855,0,0,2
312,2.791803,0,0,2
313,2.795142,0,0,2
314,2.789125,0,0,2
315,2.794141,0,0,2
316,2.795301,0,0,2
317,2.788437,0,0,2
318,2.795778,0,0,2
319,2.788501,0,0,2
320,2.796445,0,0,2
321,2.790742,0,0,2
322,2.79512,0,0,2
323,2.792563,0,0,2
324,2.79615,0,0,2
325,2.795524,0,0,2
326,2.788847,0,0,2
327,2.79011,0,0,2
328,2.789643,0,0,2
329,2.791484,0,0,2
330,2.792882,0,0,2
331,2.793079,0,0,2
332,0,2.789419,0,2
333,0,2.787983,0,2
334,0,2.789696,0,2
335,0,2.791335,0,2
336,0,2.792044,0,2
337,0,2.793569,0,2
338,0,2.792914,0,2
339,0,2.793242,0,2
340,0,2.788258,0,2
341,0,2.796758,0,2
342,0,2.788482,0,2
343,0,2.792099,0,2
344,0,2.795427,0,2
345,0,2.789901,0,2
346,0,2.790582,0,2
347,0,2.795967,0,2
348,0,2.796645,0,2
349,0,2.793037,0,2
350,0,2.791573,0,2
351,0,2.789769,0,2
352,0,2.796641,0,2
353,0,2.793268,0,2
354,0,2.793816,0,2
355,0,2.788404,0,2
356,0,2.79302,0,2
357,0,2.790331,0,2
358,0,2.792228,0,2
359,0,2.789058,0,2
360,0,2.795554,0,2
361,0,2.794738,0,2
362,0,2.793455,0,2
363,0,2.796381,0,2
364,0,2.796469,0,2
365,0,2.793493,0,2
366,0,2.792933,0,2
367,0,2.791401,0,2
368,0,2.789521,0,2
369,0,2.790569,0,2
370,0,2.794391,0,2
371,0,2.792082,0,2
372,0,2.791335,0,2
373,0,2.793579,0,2
374,0,2.793508,0,2
375,0,2.792015,0,2
376,0,2.793046,0,2
377,0,2.794583,0,2
378,0,2.796426,0,2
379,0,2.792191,0,2
380,0,2.788994,0,2
381,0,2.791037,0,2
382,0,2.796457,0,2
383,0,2.7946,0,2
384,0,2.78952,0,2
385,0,2.796028,0,2
386,0,2.794319,0,2
387,0,2.790876,0,2
388,0,2.793332,0,2
389,0,2.79192,0,2
390,0,2.793071,0,2
391,0,2.790058,0,2
392,0,2.797007,0,2
393,0,2.788694,0,2
394,0,2.788303,0,2
395,0,2.793944,0,2
396,0,2.796201,0,2
397,0,2.793349,0,2
398,0,2.791084,0,2
399,0,2.795098,0,2
400,0,2.794301,0,2
401,0,2.791432,0,2
402,0,2.792318,0,2
403,0,2.796993,0,2
404,0,2.788571,0,2
405,0,2.790259,0,2
406,0,2.794544,0,2
407,0,2.795535,0,2
408,0,2.792839,0,2
409,0,2.796243,0,2
410,0,2.787991,0,2
411,0,2.788517,0,2
412,0,2.788253,0,2
413,0,2.794759,0,2
414,0,2.797008,0,2
415,0,2.789935,0,2
416,0,2.789333,0,2
417,0,2.796613,0,2
418,0,2.79282,0,2
419,0,2.787908,0,2
420,0,2.791122,0,2
421,0,2.791919,0,2
422,0,2.796641,0,2
423,0,2.793851,0,2
424,0,2.796899,0,2
425,0,2.79025,0,2
426,0,2.78912,0,2
427,0,2.796083,0,2
428,0,2.792566,0,2
429,0,2.795917,0,2
430,0,2.795127,0,2
431,0,2.788867,0,2
432,0,2.789999,0,2
433,0,2.795779,0,2
434,0,2.79344,0,2
435,0,2.789393,0,2
436,0,2.796974,0,2
437,0,2.795075,0,2
438,0,2.795425,0,2
439,0,2.789913,0,2
440,0,2.794981,0,2
441,0,2.791687,0,2
442,0,2.795598,0,2
443,0,2.791542,0,2
444,0,2.793015,0,2
445,0,2.794543,0,2
446,0,2.791515,0,2
447,0,2.789211,0,2
448,0,2.789526,0,2
449,0,2.794585,0,2
450,0,2.788135,0,2
451,0,2.793088,0,2
452,0,2.797003,0,2
453,0,2.78929,0,2
454,0,2.794494,0,2
455,0,2.793861,0,2
456,0,2.795324,0,2
457,0,2.788091,0,2
458,0,2.796771,0,2
459,0,2.793965,0,2
460,0,2.797071,0,2
461,0,2.791601,0,2
462,0,2.796883,0,2
463,0,2.791302,0,2
464,0,2.796366,0,2
465,0,2.792002,0,2
466,0,2.791219,0,2
467,0,2.794838,0,2
468,0,2.79703,0,2
469,0,2.789452,0,2
470,0,2.796651,0,2
471,0,2.793603,0,2
472,0,2.792959,0,2
473,0,2.796468,0,2
474,0,2.793639,0,2
475,0,2.796691,0,2
476,0,2.792363,0,2
477,0,2.795395,0,2
478,0,2.791525,0,2
479,0,2.793316,0,2
480,0,2.789276,0,2
481,0,2.792537,0,2
482,0,2.796198,0,2
483,0,2.792064,0,2
484,0,2.796283,0,2
485,0,2.789184,0,2
486,0,2.79454,0,2
487,0,2.788405,0,2
488,0,2.793313,0,2
489,0,2.796973,0,2
490,0,2.791417,0,2
491,0,2.791711,0,2
492,0,2.7905,0,2
493,0,2.793835,0,2
494,0,2.788109,0,2
495,0,2.795759,0,2
496,0,2.792589,0,2
497,0,2.79415,0,2
498,0,2.795606,0,2
499,0,2.789865,0,2
500,0,2.793939,0,2
501,0,2.795042,0,2
502,0,2.794058,0,2
503,0,2.794829,0,2
504,0,2.793701,0,2
505,0,2.79069,0,2
506,0,2.794205,0,2
507,0,2.790405,0,2
508,0,2.791549,0,2
509,0,2.796814,0,2
510,0,2.789086,0,2
511,0,2.793854,0,2
512,0,2.789342,0,2
513,0,2.79486,0,2
514,0,2.795776,0,2
515,0,2.793952,0,2
516,0,2.794854,0,2
517,0,2.796631,0,2
518,0,2.788822,0,2
519,0,2.790869,0,2
520,0,2.788099,0,2
521,0,2.79132,0,2
522,0,2.79225,0,2
523,0,2.790986,0,2
524,0,2.791149,0,2
525,0,2.788195,0,2
526,0,2.79398,0,2
527,0,2.789237,0,2
528,0,2.793357,0,2
529,0,2.793037,0,2
530,0,2.795584,0,2
531,0,2.792224,0,2
532,0,2.78875,0,2
533,0,2.797025,0,2
534,0,2.795768,0,2
535,0,2.789727,0,2
536,0,2.790351,0,2
537,0,2.791141,0,2
538,0,2.796192,0,2
539,0,2.795916,0,2
540,0,2.797058,0,2
541,0,2.793612,0,2
542,0,2.790692,0,2
543,0,2.789985,0,2
544,0,2.78857,0,2
545,0,2.796367,0,2
546,0,2.793962,0,2
547,0,2.793757,0,2
548,0,2.788297,0,2
549,0,2.790878,0,2
550,0,2.790085,0,2
551,0,2.794406,0,2
552,0,2.791046,0,2
553,0,2.789646,0,2
554,0,2.789503,0,2
555,0,2.794294,0,2
556,0,2.788442,0,2
557,0,2.795097,0,2
558,0,2.792344,0,2
559,0,2.794363,0,2
560,0,2.796293,0,2
561,0,2.789044,0,2
562,0,2.788614,0,2
563,0,2.796881,0,2
564,0,2.795313,0,2
565,0,2.789396,0,2
566,0,2.789249,0,2
567,0,2.791878,0,2
568,0,2.794383,0,2
569,0,2.789503,0,2
570,0,2.794791,0,2
571,0,2.789819,0,2
572,0,2.796405,0,2
573,0,2.790307,0,2
574,0,2.790589,0,2
575,0,2.792901,0,2
576,0,2.795969,0,2
577,0,2.792854,0,2
578,0,2.792321,0,2
579,0,2.793051,0,2
580,0,2.792705,0,2
581,0,2.789069,0,2
582,0,2.794365,0,2
583,0,2.793125,0,2
584,0,2.788806,0,2
585,0,2.789813,0,2
586,0,2.796175,0,2
587,0,2.790604,0,2
588,0,2.79583,0,2
589,0,2.796566,0,2
590,0,2.793501,0,2
591,0,2.790561,0,2
592,0,2.794041,0,2
593,0,2.790104,0,2
594,0,2.789147,0,2
595,0,2.79432,0,2
596,0,2.788886,0,2
597,0,2.79459,0,2
598,0,2.791953,0,2
599,0,2.793065,0,2
600,0,2.791221,0,2
601,0,2.793633,0,2
602,0,2.789354,0,2
603,0,2.796928,0,2
604,0,2.789917,0,2
605,0,2.792949,0,2
606,0,2.796489,0,2
607,0,2.79477,0,2
608,0,2.795247,0,2
609,0,2.788074,0,2
610,0,2.795265,0,2
611,0,2.794746,0,2
612,0,2.796457,0,2
613,0,2.791621,0,2
614,0,2.788507,0,2
615,0,2.792717,0,2
616,0,2.793679,0,2
617,0,2.796862,0,2
618,0,2.794882,0,2
619,0,2.796291,0,2
620,0,2.795301,0,2
621,0,2.789188,0,2
622,0,2.792457,0,2
623,0,2.788465,0,2
624,0,2.795918,0,2
625,0,2.794965,0,2
626,0,2.797044,0,2
627,0,2.788122,0,2
628,0,2.794443,0,2
629,0,2.790283,0,2
630,0,2.797052,0,2
631,0,2.793257,0,2
632,0,2.795339,0,2
633,0,2.79483,0,2
634,0,2.7917,0,2
635,0,2.788691,0,2
636,0,2.795836,0,2
637,0,2.793488,0,2
638,0,2.791586,0,2
639,0,2.791482,0,2
640,0,2.79327,0,2
641,0,2.795932,0,2
642,0,2.794827,0,2
643,0,2.795097,0,2
644,0,2.790967,0,2
645,0,2.792899,0,2
646,0,2.79298,0,2
647,0,2.797122,0,2
648,0,2.794223,0,2
649,0,2.788359,0,2
650,0,2.791596,0,2
651,0,2.789978,0,2
652,0,2.791884,0,2
653,0,2.796506,0,2
654,0,2.788024,0,2
655,0,2.793329,0,2
656,0,2.796707,0,2
657,0,2.79384,0,2
658,0,2.797043,0,2
659,0,2.789218,0,2
660,0,2.796447,0,2
661,0,2.792278,0,2
662,0,2.796394,0,2
663,0,2.796589,0,2
664,0,2.788655,0,2
665,0,2.793561,0,2
666,0,0,2.793207,2
667,0,0,2.789343,2
668,0,0,2.791484,2
669,0,0,2.792599,2
670,0,0,2.788751,2
671,0,0,2.792804,2
672,0,0,2.796161,2
673,0,0,2.797118,2
674,0,0,2.794267,2
675,0,0,2.795283,2
676,0,0,2.788184,2
677,0,0,2.794383,2
678,0,0,2.790543,2
679,0,0,2.791871,2
680,0,0,2.789188,2
681,0,0,2.792235,2
682,0,0,2.792576,2
683,0,0,2.794888,2
684,0,0,2.791859,2
685,0,0,2.791723,2
686,0,0,2.796643,2
687,0,0,2.796374,2
688,0,0,2.795517,2
689,0,0,2.795883,2
690,0,0,2.796187,2
691,0,0,2.791672,2
692,0,0,2.790167,2
693,0,0,2.788373,2
694,0,0,2.791206,2
695,0,0,2.796807,2
696,0,0,2.788657,2
697,0,0,2.791295,2
698,0,0,2.794102,2
699,0,0,2.793263,2
700,0,0,2.792222,2
701,0,0,2.796238,2
702,0,0,2.790586,2
703,0,0,2.789021,2
704,0,0,2.792243,2
705,0,0,2.793905,2
706,0,0,2.795905,2
707,0,0,2.792075,2
708,0,0,2.796888,2
709,0,0,2.791881,2
710,0,0,2.792295,2
711,0,0,2.788387,2
712,0,0,2.793777,2
713,0,0,2.79371,2
714,0,0,2.796743,2
715,0,0,2.791613,2
716,0,0,2.790069,2
717,0,0,2.788204,2
718,0,0,2.795415,2
719,0,0,2.79073,2
720,0,0,2.796351,2
721,0,0,2.788266,2
722,0,0,2.793325,2
723,0,0,2.792375,2
724,0,0,2.792531,2
725,0,0,2.791253,2
726,0,0,2.788727,2
727,0,0,2.789242,2
728,0,0,2.793923,2
729,0,0,2.794219,2
730,0,0,2.795435,2
731,0,0,2.78827,2
732,0,0,2.796818,2
733,0,0,2.792767,2
734,0,0,2.795594,2
735,0,0,2.795118,2
736,0,0,2.796798,2
737,0,0,2.792985,2
738,0,0,2.791569,2
739,0,0,2.789971,2
740,0,0,2.789155,2
741,0,0,2.792212,2
742,0,0,2.790475,2
743,0,0,2.792378,2
744,0,0,2.794469,2
745,0,0,2.794193,2
746,0,0,2.793319,2
747,0,0,2.791115,2
748,0,0,2.794645,2
749,0,0,2.788967,2
750,0,0,2.796191,2
751,0,0,2.792229,2
752,0,0,2.796669,2
753,0,0,2.790621,2
754,0,0,2.788185,2
755,0,0,2.797078,2
756,0,0,2.793999,2
757,0,0,2.789515,2
758,0,0,2.796912,2
759,0,0,2.796479,2
760,0,0,2.796429,2
761,0,0,2.79453,2
762,0,0,2.792501,2
763,0,0,2.794894,2
764,0,0,2.790414,2
765,0,0,2.789498,2
766,0,0,2.796903,2
767,0,0,2.791142,2
768,0,0,2.796696,2
769,0,0,2.796349,2
770,0,0,2.793245,2
771,0,0,2.793544,2
772,0,0,2.795216,2
773,0,0,2.796188,2
774,0,0,2.796295,2
775,0,0,2.793497,2
776,0,0,2.789267,2
777,0,0,2.788478,2
778,0,0,2.79664,2
779,0,0,2.796389,2
780,0,0,2.792159,2
781,0,0,2.795832,2
782,0,0,2.789903,2
783,0,0,2.78877,2
784,0,0,2.788459,2
785,0,0,2.793153,2
786,0,0,2.792094,2
787,0,0,2.792841,2
788,0,0,2.791188,2
789,0,0,2.794974,2
790,0,0,2.789762,2
791,0,0,2.791696,2
792,0,0,2.789707,2
793,0,0,2.792927,2
794,0,0,2.790544,2
795,0,0,2.795297,2
796,0,0,2.788126,2
797,0,0,2.790719,2
798,0,0,2.796658,2
799,0,0,2.788751,2
800,0,0,2.794906,2
801,0,0,2.795932,2
802,0,0,2.794185,2
803,0,0,2.789712,2
804,0,0,2.7971,2
805,0,0,2.790756,2
806,0,0,2.788564,2
807,0,0,2.796923,2
808,0,0,2.791778,2
809,0,0,2.791622,2
810,0,0,2.789596,2
811,0,0,2.792546,2
812,0,0,2.78992,2
813,0,0,2.795743,2
814,0,0,2.790484,2
815,0,0,2.788636,2
816,0,0,2.796528,2
817,0,0,2.790902,2
818,0,0,2.788911,2
819,0,0,2.796012,2
820,0,0,2.790901,2
821,0,0,2.793576,2
822,0,0,2.78984,2
823,0,0,2.796858,2
824,0,0,2.788679,2
825,0,0,2.791358,2
826,0,0,2.789389,2
827,0,0,2.79099,2
828,0,0,2.794932,2
829,0,0,2.794196,2
830,0,0,2.79614,2
831,0,0,2.791369,2
832,0,0,2.796077,2
833,0,0,2.791853,2
834,0,0,2.794039,2
835,0,0,2.788196,2
836,0,0,2.79383,2
837,0,0,2.79383,2
838,0,0,2.793554,2
839,0,0,2.796076,2
840,0,0,2.793169,2
841,0,0,2.789747,2
842,0,0,2.790292,2
843,0,0,2.789461,2
844,0,0,2.794399,2
845,0,0,2.793104,2
846,0,0,2.792146,2
847,0,0,2.791486,2
848,0,0,2.795065,2
849,0,0,2.792505,2
850,0,0,2.792744,2
851,0,0,2.791186,2
852,0,0,2.793614,2
853,0,0,2.789006,2
854,0,0,2.792918,2
855,0,0,2.792966,2
856,0,0,2.796692,2
857,0,0,2.787947,2
858,0,0,2.787952,2
859,0,0,2.789119,2
860,0,0,2.794734,2
861,0,0,2.793943,2
862,0,0,2.796341,2
863,0,0,2.793733,2
864,0,0,2.793208,2
865,0,0,2.788505,2
866,0,0,2.789704,2
867,0,0,2.79609,2
868,0,0,2.790943,2
869,0,0,2.795869,2
870,0,0,2.792962,2
871,0,0,2.796284,2
872,0,0,2.796046,2
873,0,0,2.791096,2
874,0,0,2.789823,2
875,0,0,2.791727,2
876,0,0,2.796454,2
877,0,0,2.792497,2
878,0,0,2.78798,2
879,0,0,2.794462,2
880,0,0,2.795507,2
881,0,0,2.788228,2
882,0,0,2.79243,2
883,0,0,2.788591,2
884,0,0,2.789162,2
885,0,0,2.789265,2
886,0,0,2.791584,2
887,0,0,2.794241,2
888,0,0,2.794845,2
889,0,0,2.796988,2
890,0,0,2.795114,2
891,0,0,2.790224,2
892,0,0,2.795592,2
893,0,0,2.796333,2
894,0,0,2.796266,2
895,0,0,2.795893,2
896,0,0,2.78907,2
897,0,0,2.791838,2
898,0,0,2.790213,2
899,0,0,2.79205,2
900,0,0,2.795427,2
901,0,0,2.792859,2
902,0,0,2.7914,2
903,0,0,2.791652,2
904,0,0,2.797101,2
905,0,0,2.796571,2
906,0,0,2.792433,2
907,0,0,2.795613,2
908,0,0,2.789277,2
909,0,0,2.788883,2
910,0,0,2.788048,2
911,0,0,2.7909,2
912,0,0,2.794428,2
913,0,0,2.78835,2
914,0,0,2.788494,2
915,0,0,2.791873,2
916,0,0,2.796923,2
917,0,0,2.796923,2
918,0,0,2.794089,2
919,0,0,2.796751,2
920,0,0,2.789447,2
921,0,0,2.79087,2
922,0,0,2.794941,2
923,0,0,2.79715,2
924,0,0,2.79547,2
925,0,0,2.792318,2
926,0,0,2.791925,2
927,0,0,2.79396,2
928,0,0,2.790492,2
929,0,0,2.788085,2
930,0,0,2.796513,2
931,0,0,2.791578,2
932,0,0,2.795815,2
933,0,0,2.789606,2
934,0,0,2.792169,2
935,0,0,2.788799,2
936,0,0,2.790502,2
937,0,0,2.79671,2
938,0,0,2.791912,2
939,0,0,2.788794,2
940,0,0,2.790433,2
941,0,0,2.788094,2
942,0,0,2.788753,2
943,0,0,2.794227,2
944,0,0,2.792053,2
945,0,0,2.794072,2
946,0,0,2.794257,2
947,0,0,2.791904,2
948,0,0,2.79309,2
949,0,0,2.7964,2
950,0,0,2.794537,2
951,0,0,2.792594,2
952,0,0,2.793619,2
953,0,0,2.790736,2
954,0,0,2.791472,2
955,0,0,2.793859,2
956,0,0,2.795495,2
957,0,0,2.797013,2
958,0,0,2.796116,2
959,0,0,2.796348,2
960,0,0,2.792586,2
961,0,0,2.794808,2
962,0,0,2.792372,2
963,0,0,2.793428,2
964,0,0,2.790465,2
965,0,0,2.791778,2
966,0,0,2.797154,2
967,0,0,2.795188,2
968,0,0,2.794028,2
969,0,0,2.788731,2
970,0,0,2.790042,2
971,0,0,2.793726,2
972,0,0,2.789961,2
973,0,0,2.79481,2
974,0,0,2.793486,2
975,0,0,2.789059,2
976,0,0,2.792949,2
977,0,0,2.796124,2
978,0,0,2.794202,2
979,0,0,2.793093,2
980,0,0,2.795289,2
981,0,0,2.788753,2
982,0,0,2.795819,2
983,0,0,2.790385,2
984,0,0,2.789869,2
985,0,0,2.795101,2
986,0,0,2.792007,2
987,0,0,2.790099,2
988,0,0,2.795942,2
989,0,0,2.792929,2
990,0,0,2.789763,2
991,0,0,2.796286,2
992,0,0,2.788856,2
993,0,0,2.796006,2
994,0,0,2.791252,2
995,0,0,2.790364,2
996,0,0,2.788791,2
997,0,0,2.795575,2
998,0,0,2.796062,2
999,0,0,2.792592,2
1000,0,0,2.788435,2
