,Substation,Training_Data_Index,Reactive_Power
56,Damak,training_data_57,9.313170654425958
57,Damak,training_data_58,9.221919082479188
58,Damak,training_data_59,10.730386091297705
59,Damak,training_data_60,9.814344345722562
60,Damak,training_data_61,13.158125244587769
61,Damak,training_data_62,11.482389729232981
62,Damak,training_data_63,7.086235682555566
63,Damak,training_data_64,8.283066905457588
64,Damak,training_data_65,9.845499193329607
65,Damak,training_data_66,10.1994013001347
66,Damak,training_data_67,9.31756494322263
67,Damak,training_data_68,11.572538529492265
68,Damak,training_data_69,8.415380302710027
69,Damak,training_data_70,9.564222178299538
70,Damak,training_data_71,8.739111493146753
71,Damak,training_data_72,8.799200405128591
72,Damak,training_data_73,8.622697221891976
73,Damak,training_data_74,9.543063901243698
74,Damak,training_data_75,10.249834797990248
75,Damak,training_data_76,10.22710163262899
76,Damak,training_data_77,8.767974256354531
77,Damak,training_data_78,10.432389153778367
78,Damak,training_data_79,10.866102320024494
79,Damak,training_data_80,10.01239355456324
80,Damak,training_data_81,9.717461137489071
81,Damak,training_data_82,9.64590174723089
82,Damak,training_data_83,9.764097802043004
83,Damak,training_data_84,11.319861688151702
84,Damak,training_data_85,10.075440348622461
85,Damak,training_data_86,11.431161858807316
86,Damak,training_data_87,7.796744488017803
87,Damak,training_data_88,11.434853490515643
88,Damak,training_data_89,6.648631403153107
89,Damak,training_data_90,11.857885882960955
90,Damak,training_data_91,11.061428337948929
91,Damak,training_data_92,9.305680695739662
92,Damak,training_data_93,10.283002851090691
93,Damak,training_data_94,9.140968054342729
94,Damak,training_data_95,11.775191640094269
95,Damak,training_data_96,11.214712360643961
96,Damak,training_data_97,10.35867630747418
97,Damak,training_data_98,10.548374146334737
98,Damak,training_data_99,9.96250295717108
99,Damak,training_data_100,9.753948780031166
100,Damak,training_data_101,8.850500221777036
101,Damak,training_data_102,11.001279893772113
102,Damak,training_data_103,10.357987303932989
103,Damak,training_data_104,8.075006664429456
104,Damak,training_data_105,11.077644412463385
105,Damak,training_data_106,8.131114181671107
106,Damak,training_data_107,9.83984900967308
107,Damak,training_data_108,10.213930618976887
108,Damak,training_data_109,11.758305991509172
109,Damak,training_data_110,10.242101582400629
110,Damak,training_data_111,10.165015164054427
111,Damak,training_data_112,8.984523040515631
112,Damak,training_data_113,9.50198104749069
113,Damak,training_data_114,10.72782493457437
114,Damak,training_data_115,9.355123775437772
115,Damak,training_data_116,9.443976352977751
116,Damak,training_data_117,10.210329785763454
117,Damak,training_data_118,9.843572819295547
118,Damak,training_data_119,7.957783134547893
119,Damak,training_data_120,10.322513565686625
120,Damak,training_data_121,8.53960188129183
121,Damak,training_data_122,12.598212469693015
122,Damak,training_data_123,8.86838988854246
123,Damak,training_data_124,9.924779093665318
124,Damak,training_data_125,9.453864565936378
125,Damak,training_data_126,8.462068570476767
126,Damak,training_data_127,10.704741852213727
127,Damak,training_data_128,11.883636732600847
128,Damak,training_data_129,7.255544740184753
129,Damak,training_data_130,10.43482890952263
130,Damak,training_data_131,12.699034984482164
131,Damak,training_data_132,12.56615932038564
132,Damak,training_data_133,9.300808340858291
133,Damak,training_data_134,9.799170469701085
134,Damak,training_data_135,6.719165011215702
135,Damak,training_data_136,8.812095058367838
136,Damak,training_data_137,9.959421965481551
137,Damak,training_data_138,10.741034127858239
138,Damak,training_data_139,9.243323835667766
139,Damak,training_data_140,9.382998948725943
140,Damak,training_data_141,10.317186663983255
141,Damak,training_data_142,9.517318609304043
142,Damak,training_data_143,9.541367951994898
143,Damak,training_data_144,10.47216566403218
144,Damak,training_data_145,9.305608991494095
145,Damak,training_data_146,8.051884956102892
146,Damak,training_data_147,12.19662181920946
147,Damak,training_data_148,10.441165280444675
148,Damak,training_data_149,9.37236014076965
149,Damak,training_data_150,9.30256124652788
150,Damak,training_data_151,11.118025742225194
151,Damak,training_data_152,11.612312742977736
152,Damak,training_data_153,8.546365440292679
153,Damak,training_data_154,9.122408681229647
154,Damak,training_data_155,8.563159836713892
155,Damak,training_data_156,10.152703245237591
156,Damak,training_data_157,11.518744155493218
157,Damak,training_data_158,9.332633313964035
158,Damak,training_data_159,8.204866112881625
159,Damak,training_data_160,9.321118184084066
160,Damak,training_data_161,9.259593909795058
161,Damak,training_data_162,9.265723769308378
162,Damak,training_data_163,10.133656474074572
163,Damak,training_data_164,8.304636349011922
164,Damak,training_data_165,11.6053698416617
165,Damak,training_data_166,9.958055325722881
166,Damak,training_data_167,9.97784271890679
167,Damak,training_data_168,11.086462874106358
168,Damak,training_data_169,9.916525346874602
169,Damak,training_data_170,8.340274324510627
170,Damak,training_data_171,9.098292829452053
171,Damak,training_data_172,10.689426764950793
172,Damak,training_data_173,10.942680131073942
173,Damak,training_data_174,10.034600956036078
174,Damak,training_data_175,9.53231372808895
175,Damak,training_data_176,10.869325457630506
176,Damak,training_data_177,8.631040240597406
177,Damak,training_data_178,9.531767402244544
178,Damak,training_data_179,8.996934321536653
179,Damak,training_data_180,8.64306479820811
180,Damak,training_data_181,8.660953295696048
181,Damak,training_data_182,10.633332935582068
182,Damak,training_data_183,11.736968310223908
183,Damak,training_data_184,10.181200639341817
184,Damak,training_data_185,10.775367064201994
185,Damak,training_data_186,9.228868070881036
186,Damak,training_data_187,7.987284866606066
187,Damak,training_data_188,10.780772434950565
188,Damak,training_data_189,10.733205098317237
189,Damak,training_data_190,9.584132481870311
190,Damak,training_data_191,9.79158876017794
191,Damak,training_data_192,9.743511035975624
192,Damak,training_data_193,8.488071016850158
193,Damak,training_data_194,11.37026112619212
194,Damak,training_data_195,12.01766773930638
195,Damak,training_data_196,9.534109101808872
196,Damak,training_data_197,8.461658850416454
197,Damak,training_data_198,10.646805579858826
198,Damak,training_data_199,10.787307940388057
199,Damak,training_data_200,10.574841235622332
200,Damak,training_data_201,11.78019904935765
201,Damak,training_data_202,8.191623775513344
202,Damak,training_data_203,10.436101353541076
203,Damak,training_data_204,9.38258187839781
204,Damak,training_data_205,10.48901928211419
205,Damak,training_data_206,9.619029281466887
206,Damak,training_data_207,9.86185759600335
207,Damak,training_data_208,10.308898674501494
208,Damak,training_data_209,8.916943035030018
209,Damak,training_data_210,10.951804542723307
210,Damak,training_data_211,9.234333899529437
211,Damak,training_data_212,9.804882629327885
212,Damak,training_data_213,10.923349761191231
213,Damak,training_data_214,10.465073715339246
214,Damak,training_data_215,9.813507690132361
215,Damak,training_data_216,10.792608592991586
216,Damak,training_data_217,9.55767051357615
217,Damak,training_data_218,9.129024402038112
218,Damak,training_data_219,10.288244568458566
219,Damak,training_data_220,10.67294900270597
220,Damak,training_data_221,9.62092031641959
221,Damak,training_data_222,10.371761851503285
222,Damak,training_data_223,10.916572242531803
223,Damak,training_data_224,9.436044770593348
224,Damak,training_data_225,9.881220085749778
225,Damak,training_data_226,9.789090103322266
226,Damak,training_data_227,10.364587306602612
227,Damak,training_data_228,8.315954948643187
228,Damak,training_data_229,9.925012027301811
229,Damak,training_data_230,11.664746256229325
230,Damak,training_data_231,10.797037272398205
231,Damak,training_data_232,10.580726345058194
232,Damak,training_data_233,11.48390726203659
233,Damak,training_data_234,8.830799957944482
234,Damak,training_data_235,11.347569190356031
235,Damak,training_data_236,7.410082526119841
236,Damak,training_data_237,9.169008046337913
237,Damak,training_data_238,10.521238941399925
238,Damak,training_data_239,11.02947467789934
239,Damak,training_data_240,11.028681405218574
240,Damak,training_data_241,11.093374263419713
241,Damak,training_data_242,7.88739568835437
242,Damak,training_data_243,10.836318260575622
243,Damak,training_data_244,10.28570965268034
244,Damak,training_data_245,12.317711152786018
245,Damak,training_data_246,8.294064716652759
246,Damak,training_data_247,11.737808380063687
247,Damak,training_data_248,11.431697410287445
248,Damak,training_data_249,10.30556713780805
249,Damak,training_data_250,10.92644101160956
250,Damak,training_data_251,10.851310288895817
251,Damak,training_data_252,8.044872882528953
252,Damak,training_data_253,11.158989247029726
253,Damak,training_data_254,11.02959271496742
254,Damak,training_data_255,9.668232548440375
255,Damak,training_data_256,10.76811762670924
256,Damak,training_data_257,9.94366629060313
257,Damak,training_data_258,10.19805649254276
258,Damak,training_data_259,9.654015393231322
259,Damak,training_data_260,10.356583473672986
260,Damak,training_data_261,8.187492033365224
261,Damak,training_data_262,9.204966911791663
262,Damak,training_data_263,11.34233297103963
263,Damak,training_data_264,10.499990550775138
264,Damak,training_data_265,10.14901234579628
265,Damak,training_data_266,9.547846139988309
266,Damak,training_data_267,9.891366528410535
267,Damak,training_data_268,8.839741311520378
268,Damak,training_data_269,9.816936708576645
269,Damak,training_data_270,10.100125504662678
270,Damak,training_data_271,9.672664787133222
271,Damak,training_data_272,8.614833048826876
272,Damak,training_data_273,8.812945454665918
273,Damak,training_data_274,9.8456325532602
274,Damak,training_data_275,8.307552943533727
275,Damak,training_data_276,8.55041855064587
276,Damak,training_data_277,10.37361016556941
277,Damak,training_data_278,9.773553155228404
278,Damak,training_data_279,9.163420402605748
279,Damak,training_data_280,9.388526178576539
280,Damak,training_data_281,10.12054063035505
281,Damak,training_data_282,8.808599031346624
282,Damak,training_data_283,9.443055894207166
283,Damak,training_data_284,9.762581555799805
284,Damak,training_data_285,9.262482770692834
285,Damak,training_data_286,10.342120878614638
286,Damak,training_data_287,10.211955923226336
287,Damak,training_data_288,10.49666405724022
288,Damak,training_data_289,11.153615644714689
289,Damak,training_data_290,9.009933528780698
290,Damak,training_data_291,9.121190617214602
291,Damak,training_data_292,10.248908382858545
292,Damak,training_data_293,9.914318428719573
293,Damak,training_data_294,10.592200263423232
294,Damak,training_data_295,8.914486722913267
295,Damak,training_data_296,11.117170308227053
296,Damak,training_data_297,9.33963294559279
297,Damak,training_data_298,8.529351180531286
298,Damak,training_data_299,10.35272051005831
299,Damak,training_data_300,9.905237641403913
300,Damak,training_data_301,10.107278926253194
301,Damak,training_data_302,10.971051688270185
302,Damak,training_data_303,10.528173214369781
303,Damak,training_data_304,10.763273922185206
304,Damak,training_data_305,8.72140733089566
305,Damak,training_data_306,9.098798337456731
306,Damak,training_data_307,9.420196580367033
307,Damak,training_data_308,10.16105941098991
308,Damak,training_data_309,8.255200258908278
309,Damak,training_data_310,9.185403531120343
310,Damak,training_data_311,10.522856768832243
311,Damak,training_data_312,7.518986218681849
312,Damak,training_data_313,9.470704661145623
313,Damak,training_data_314,10.62285459931121
314,Damak,training_data_315,10.7695772476718
315,Damak,training_data_316,10.388877938347141
316,Damak,training_data_317,10.30234293625027
317,Damak,training_data_318,9.761901207683815
318,Damak,training_data_319,10.427368882406713
319,Damak,training_data_320,10.102903949043336
320,Damak,training_data_321,10.846595853737226
321,Damak,training_data_322,9.448602751081948
322,Damak,training_data_323,10.59252516812841
323,Damak,training_data_324,11.319049107691912
324,Damak,training_data_325,10.284315895752425
325,Damak,training_data_326,9.805452342030037
326,Damak,training_data_327,8.945851334187594
327,Damak,training_data_328,9.195980450814716
328,Damak,training_data_329,10.071892909236487
329,Damak,training_data_330,11.547001070363546
330,Damak,training_data_331,11.629460123497353
331,Damak,training_data_332,10.52453476887171
332,Damak,training_data_333,9.86680292174024
333,Damak,training_data_334,10.206052152261382
334,Damak,training_data_335,10.620322514743512
335,Damak,training_data_336,9.742504099202113
336,Damak,training_data_337,11.33618207888192
337,Damak,training_data_338,9.779399254086378
338,Damak,training_data_339,9.03484474301505
339,Damak,training_data_340,11.517328010745308
340,Damak,training_data_341,9.749937155529924
341,Damak,training_data_342,10.054536445466587
342,Damak,training_data_343,10.651680589276461
343,Damak,training_data_344,9.382554031703307
344,Damak,training_data_345,9.013676728562967
345,Damak,training_data_346,12.091578530776433
346,Damak,training_data_347,8.98473944453756
347,Damak,training_data_348,11.806931499928082
348,Damak,training_data_349,9.783762099725616
349,Damak,training_data_350,10.250169998689938
350,Damak,training_data_351,9.810699531832688
351,Damak,training_data_352,10.559232518529669
352,Damak,training_data_353,9.3506569819722
353,Damak,training_data_354,8.40801082867772
354,Damak,training_data_355,11.596183997262509
355,Damak,training_data_356,10.98084956404898
356,Damak,training_data_357,9.397064259725337
357,Damak,training_data_358,9.300785124522577
358,Damak,training_data_359,10.67644670026525
359,Damak,training_data_360,9.775271331174725
360,Damak,training_data_361,9.255373401511639
361,Damak,training_data_362,11.001709189730944
362,Damak,training_data_363,10.758667047173148
363,Damak,training_data_364,7.51736635296066
364,Damak,training_data_365,10.967351031053825
365,Damak,training_data_366,8.731356690209056
366,Damak,training_data_367,9.303844481794899
367,Damak,training_data_368,11.448621322356026
368,Damak,training_data_369,9.478154898033859
369,Damak,training_data_370,9.368888570682236
370,Damak,training_data_371,9.699033753811104
371,Damak,training_data_372,9.794803464573128
372,Damak,training_data_373,8.736732126172415
373,Damak,training_data_374,10.59694829207052
374,Damak,training_data_375,8.869258638055765
375,Damak,training_data_376,10.298596387391742
376,Damak,training_data_377,9.817709624879758
377,Damak,training_data_378,9.970609033735082
378,Damak,training_data_379,11.124557652528221
379,Damak,training_data_380,10.193936707402349
380,Damak,training_data_381,9.181110935067192
381,Damak,training_data_382,10.379217383150507
382,Damak,training_data_383,9.301896703181475
383,Damak,training_data_384,10.763981088610981
384,Damak,training_data_385,9.776236286236532
385,Damak,training_data_386,9.647505122425182
386,Damak,training_data_387,8.647442177978597
387,Damak,training_data_388,9.641038538005422
388,Damak,training_data_389,8.814177715515186
389,Damak,training_data_390,9.832450090754852
390,Damak,training_data_391,9.642332695194439
391,Damak,training_data_392,9.357155985484463
392,Damak,training_data_393,10.674417082250859
393,Damak,training_data_394,11.71626324624636
394,Damak,training_data_395,10.203174595066127
395,Damak,training_data_396,8.854275973411157
396,Damak,training_data_397,11.53043935739433
397,Damak,training_data_398,10.706287790337546
398,Damak,training_data_399,9.882799877743947
399,Damak,training_data_400,10.657491637603659
400,Damak,training_data_401,9.197430363401004
401,Damak,training_data_402,9.16061427062684
402,Damak,training_data_403,9.58820596716603
403,Damak,training_data_404,10.5422935989161
404,Damak,training_data_405,9.653176993478661
405,Damak,training_data_406,10.225804006341765
406,Damak,training_data_407,10.586589046701446
407,Damak,training_data_408,10.95306506928289
408,Damak,training_data_409,9.82030268931006
409,Damak,training_data_410,8.610285531098034
410,Damak,training_data_411,8.433660500133348
411,Damak,training_data_412,8.038235142161701
412,Damak,training_data_413,8.071563381452753
413,Damak,training_data_414,9.390194251924282
414,Damak,training_data_415,8.809298469287516
415,Damak,training_data_416,10.588042804241963
416,Damak,training_data_417,10.80290124395053
417,Damak,training_data_418,9.773533624757288
418,Damak,training_data_419,7.820016323445547
419,Damak,training_data_420,9.024474083418013
420,Damak,training_data_421,9.260646516958802
421,Damak,training_data_422,9.451679613226528
422,Damak,training_data_423,8.602309014485932
423,Damak,training_data_424,11.96384601524997
424,Damak,training_data_425,8.899960853796765
425,Damak,training_data_426,10.145416796706352
426,Damak,training_data_427,10.33514952426725
427,Damak,training_data_428,10.520696701499975
428,Damak,training_data_429,10.675336345523936
429,Damak,training_data_430,9.766665122692892
430,Damak,training_data_431,9.797545659783317
431,Damak,training_data_432,10.624934924526201
432,Damak,training_data_433,11.23650861580959
433,Damak,training_data_434,13.429215049911162
434,Damak,training_data_435,11.571984737537262
435,Damak,training_data_436,10.824421598796603
436,Damak,training_data_437,9.578004715712995
437,Damak,training_data_438,10.640756402447018
438,Damak,training_data_439,11.013051267716067
439,Damak,training_data_440,9.88551509195431
440,Damak,training_data_441,10.449355199175727
441,Damak,training_data_442,9.405551812765292
442,Damak,training_data_443,10.076404820946719
443,Damak,training_data_444,8.721332574697863
444,Damak,training_data_445,10.365330704049676
445,Damak,training_data_446,11.622092028193947
446,Damak,training_data_447,10.257131576317246
447,Damak,training_data_448,11.872569498330513
448,Damak,training_data_449,10.419961664412462
449,Damak,training_data_450,6.339803320108389
450,Damak,training_data_451,11.974949191167585
451,Damak,training_data_452,9.547579745182295
452,Damak,training_data_453,11.260667634610126
453,Damak,training_data_454,11.389991312412606
454,Damak,training_data_455,7.877046566539919
455,Damak,training_data_456,10.499801792734665
456,Damak,training_data_457,10.564852227700879
457,Damak,training_data_458,11.752725618439902
458,Damak,training_data_459,9.06795211552595
459,Damak,training_data_460,7.800199427663148
460,Damak,training_data_461,9.629231459553209
461,Damak,training_data_462,10.151669891857614
462,Damak,training_data_463,10.212537911559895
463,Damak,training_data_464,9.00435632866974
464,Damak,training_data_465,10.011475067600038
465,Damak,training_data_466,10.8831974044817
466,Damak,training_data_467,9.447341346984727
467,Damak,training_data_468,9.183745242342228
468,Damak,training_data_469,11.703891453110238
469,Damak,training_data_470,9.731139880362946
470,Damak,training_data_471,8.630710725279275
471,Damak,training_data_472,10.855004862642733
472,Damak,training_data_473,9.361550381641136
473,Damak,training_data_474,9.18058350502171
474,Damak,training_data_475,9.827232186858794
475,Damak,training_data_476,9.88970049190652
476,Damak,training_data_477,11.153270134471994
477,Damak,training_data_478,8.64633526883177
478,Damak,training_data_479,9.952899239788733
479,Damak,training_data_480,10.238870587566286
480,Damak,training_data_481,6.919517788040044
481,Damak,training_data_482,8.839621273435078
482,Damak,training_data_483,11.83291089438818
483,Damak,training_data_484,10.295766923201674
484,Damak,training_data_485,11.726081308974589
485,Damak,training_data_486,11.07813951585977
486,Damak,training_data_487,9.262549879052958
487,Damak,training_data_488,9.493029576909217
488,Damak,training_data_489,9.65484215474487
489,Damak,training_data_490,11.035242649826353
490,Damak,training_data_491,9.245887706078538
491,Damak,training_data_492,10.348065167949636
492,Damak,training_data_493,9.92581910419197
493,Damak,training_data_494,10.78985974264318
494,Damak,training_data_495,7.574590439136878
495,Damak,training_data_496,9.383551193319617
496,Damak,training_data_497,10.721358071951244
497,Damak,training_data_498,8.70559349428656
498,Damak,training_data_499,8.50642597384173
499,Damak,training_data_500,11.780799309932771
500,Damak,training_data_501,10.968386761531413
501,Damak,training_data_502,10.081818833576527
502,Damak,training_data_503,10.009737174086585
503,Damak,training_data_504,10.883565788893621
504,Damak,training_data_505,10.849194629099829
505,Damak,training_data_506,8.560685115534401
506,Damak,training_data_507,8.657365588552912
507,Damak,training_data_508,9.988875294153566
508,Damak,training_data_509,10.478354309862523
509,Damak,training_data_510,8.700124553344711
510,Damak,training_data_511,8.33629240667753
511,Damak,training_data_512,9.251233053163547
512,Damak,training_data_513,9.150672886045305
513,Damak,training_data_514,10.754453281196866
514,Damak,training_data_515,8.898483477089053
515,Damak,training_data_516,8.669457296937562
516,Damak,training_data_517,11.610663310585412
517,Damak,training_data_518,10.87343131866896
518,Damak,training_data_519,10.109864144579854
519,Damak,training_data_520,8.16390296683703
520,Damak,training_data_521,12.242631001218886
521,Damak,training_data_522,10.027073358090693
522,Damak,training_data_523,8.081753708374405
523,Damak,training_data_524,10.58329205966886
524,Damak,training_data_525,10.928470043735416
525,Damak,training_data_526,9.89812138084143
526,Damak,training_data_527,10.888866592581033
527,Damak,training_data_528,10.667796545384087
528,Damak,training_data_529,11.563285791995396
529,Damak,training_data_530,9.704629378420371
530,Damak,training_data_531,8.82763772022779
531,Damak,training_data_532,10.242785650103462
532,Damak,training_data_533,10.75853113937169
533,Damak,training_data_534,7.750608153699318
534,Damak,training_data_535,9.079820463319898
535,Damak,training_data_536,8.68392526255908
536,Damak,training_data_537,9.770527327806406
537,Damak,training_data_538,10.259008111775447
538,Damak,training_data_539,9.141746510018073
539,Damak,training_data_540,12.288725170200447
540,Damak,training_data_541,11.882376983857906
541,Damak,training_data_542,10.97665057902488
542,Damak,training_data_543,10.96703282907714
543,Damak,training_data_544,9.595665950626113
544,Damak,training_data_545,10.27943724251888
545,Damak,training_data_546,9.669076199845325
546,Damak,training_data_547,9.608783546163567
547,Damak,training_data_548,10.779527477972007
548,Damak,training_data_549,8.819131133994539
549,Damak,training_data_550,10.220340557603388
550,Damak,training_data_551,10.521594295001572
551,Damak,training_data_552,10.074415225009552
552,Damak,training_data_553,9.975632968760156
553,Damak,training_data_554,9.137416718809245
554,Damak,training_data_555,9.9478141114685
555,Damak,training_data_556,9.753672428062124
556,Damak,training_data_557,10.087261310671197
557,Damak,training_data_558,10.756162485284568
558,Damak,training_data_559,9.783709040801739
559,Damak,training_data_560,9.89277041024849
560,Damak,training_data_561,10.640749032061958
561,Damak,training_data_562,11.797607286595065
562,Damak,training_data_563,8.931493227486232
563,Damak,training_data_564,10.972144583059373
564,Damak,training_data_565,8.292231744024114
565,Damak,training_data_566,9.832763435301828
566,Damak,training_data_567,9.022144621382914
567,Damak,training_data_568,9.100970602956984
568,Damak,training_data_569,10.242595185794018
569,Damak,training_data_570,9.938614440731365
570,Damak,training_data_571,9.76199276986567
571,Damak,training_data_572,11.558939577935483
572,Damak,training_data_573,9.949880151013089
573,Damak,training_data_574,11.557119747810649
574,Damak,training_data_575,9.205486231742624
575,Damak,training_data_576,10.323235058077744
576,Damak,training_data_577,9.332836437880989
577,Damak,training_data_578,10.318095031017446
578,Damak,training_data_579,9.949993484772287
579,Damak,training_data_580,10.2187934911333
580,Damak,training_data_581,9.60564851426153
581,Damak,training_data_582,8.88217258199661
582,Damak,training_data_583,10.470876263498324
583,Damak,training_data_584,10.773073004115712
584,Damak,training_data_585,9.479380130873741
585,Damak,training_data_586,9.347962741522775
586,Damak,training_data_587,9.928364896228652
587,Damak,training_data_588,9.23591514194597
588,Damak,training_data_589,8.869660097017274
589,Damak,training_data_590,12.22808073735291
590,Damak,training_data_591,10.582598875941681
591,Damak,training_data_592,9.32896794850577
592,Damak,training_data_593,10.309031499265679
593,Damak,training_data_594,10.383819432291368
594,Damak,training_data_595,9.067306824683607
595,Damak,training_data_596,9.506335041770154
596,Damak,training_data_597,7.875412534564504
597,Damak,training_data_598,11.338383742660206
598,Damak,training_data_599,10.616041995973339
599,Damak,training_data_600,11.31938379883025
600,Damak,training_data_601,10.260207012512542
601,Damak,training_data_602,8.97974376336706
602,Damak,training_data_603,7.899118886428639
603,Damak,training_data_604,10.989004156994326
604,Damak,training_data_605,8.047614386345893
605,Damak,training_data_606,10.544863620003744
606,Damak,training_data_607,10.002159145196602
607,Damak,training_data_608,10.359861477907916
608,Damak,training_data_609,8.944690877034684
609,Damak,training_data_610,9.419815087857279
610,Damak,training_data_611,9.87983034135265
611,Damak,training_data_612,10.99437632090004
612,Damak,training_data_613,9.090378085836816
613,Damak,training_data_614,9.293334423808382
614,Damak,training_data_615,8.869833123118307
615,Damak,training_data_616,11.091110682722498
616,Damak,training_data_617,12.313983992493984
617,Damak,training_data_618,10.25654209342179
618,Damak,training_data_619,10.198423077859056
619,Damak,training_data_620,10.108404377830892
620,Damak,training_data_621,8.968137848117651
621,Damak,training_data_622,8.571634639024007
622,Damak,training_data_623,9.968854194885722
623,Damak,training_data_624,9.243555944855604
624,Damak,training_data_625,10.091051992391968
625,Damak,training_data_626,8.905007694874989
626,Damak,training_data_627,10.036233917562168
627,Damak,training_data_628,11.060198239268516
628,Damak,training_data_629,9.42651966679253
629,Damak,training_data_630,10.589792815574736
630,Damak,training_data_631,11.12223947785453
631,Damak,training_data_632,11.657506613283134
632,Damak,training_data_633,10.864920428562959
633,Damak,training_data_634,10.300901336909773
634,Damak,training_data_635,10.88859478419507
635,Damak,training_data_636,8.705540072834635
636,Damak,training_data_637,10.166981127483211
637,Damak,training_data_638,10.627461789221995
638,Damak,training_data_639,9.055150059178775
639,Damak,training_data_640,12.476953294392658
640,Damak,training_data_641,11.830818764730097
641,Damak,training_data_642,9.10392470438766
642,Damak,training_data_643,7.810691005714028
643,Damak,training_data_644,10.57067764977112
644,Damak,training_data_645,9.971849402503954
645,Damak,training_data_646,9.531123017370398
646,Damak,training_data_647,9.326715370540143
647,Damak,training_data_648,11.699357263138483
648,Damak,training_data_649,9.559270711087633
649,Damak,training_data_650,8.99471756098826
650,Damak,training_data_651,10.199984453225001
651,Damak,training_data_652,8.812423893161682
652,Damak,training_data_653,10.106320342083508
653,Damak,training_data_654,11.560083127361695
654,Damak,training_data_655,9.82097004150501
655,Damak,training_data_656,8.284890800456727
656,Damak,training_data_657,11.266121421655294
657,Damak,training_data_658,8.719061478143454
658,Damak,training_data_659,8.847916079034292
659,Damak,training_data_660,8.857891937380113
660,Damak,training_data_661,9.778159508313351
661,Damak,training_data_662,9.596379277460994
662,Damak,training_data_663,10.88421836084447
663,Damak,training_data_664,11.037356780934584
664,Damak,training_data_665,9.081205387526929
665,Damak,training_data_666,10.558723850101781
666,Damak,training_data_667,9.717896610132629
667,Damak,training_data_668,9.648258954849233
668,Damak,training_data_669,8.836438706601704
669,Damak,training_data_670,9.80518891885902
670,Damak,training_data_671,8.04340868408852
671,Damak,training_data_672,10.019547476812978
672,Damak,training_data_673,8.855644179916265
673,Damak,training_data_674,8.249864342111504
674,Damak,training_data_675,10.974473223918258
675,Damak,training_data_676,7.6315312194656615
676,Damak,training_data_677,9.801458612960964
677,Damak,training_data_678,10.944791489502045
678,Damak,training_data_679,7.975522693517139
679,Damak,training_data_680,11.065693883400614
680,Damak,training_data_681,9.812691864492914
681,Damak,training_data_682,8.419817833498954
682,Damak,training_data_683,11.185560445986468
683,Damak,training_data_684,10.02524972231164
684,Damak,training_data_685,9.320627576670093
685,Damak,training_data_686,9.892683171146757
686,Damak,training_data_687,10.00170021750704
687,Damak,training_data_688,10.231314318095082
688,Damak,training_data_689,9.858572184918271
689,Damak,training_data_690,8.818145018931714
690,Damak,training_data_691,9.17219749511332
691,Damak,training_data_692,9.567274934933002
692,Damak,training_data_693,10.105802625336748
693,Damak,training_data_694,10.64630220672165
694,Damak,training_data_695,9.977111261459873
695,Damak,training_data_696,7.4615376603335415
696,Damak,training_data_697,10.853189095508212
