,Substation,Training_Data_Index,Active_Power
167,Damak,training_data_168,21.04050977441903
168,Damak,training_data_169,19.931594239056672
169,Damak,training_data_170,19.703091369535723
170,Damak,training_data_171,20.762150435708243
171,Damak,training_data_172,19.875152688099988
172,Damak,training_data_173,20.382883690734754
173,Damak,training_data_174,20.680426875976835
174,Damak,training_data_175,19.90715992000329
175,Damak,training_data_176,20.56043398941088
176,Damak,training_data_177,20.233947452364987
177,Damak,training_data_178,21.01570354129361
178,Damak,training_data_179,20.957267577715143
179,Damak,training_data_180,20.753945594130897
180,Damak,training_data_181,20.07261698157641
181,Damak,training_data_182,21.274748566883755
182,Damak,training_data_183,21.003218314075074
183,Damak,training_data_184,20.37418332950437
184,Damak,training_data_185,20.74551167833416
185,Damak,training_data_186,20.826196053081492
186,Damak,training_data_187,20.968844051941034
187,Damak,training_data_188,20.958106007554303
188,Damak,training_data_189,20.864481789211137
189,Damak,training_data_190,20.671234836159073
190,Damak,training_data_191,20.76533442989021
191,Damak,training_data_192,20.090487334537784
192,Damak,training_data_193,20.565203334180715
193,Damak,training_data_194,20.864732835576998
194,Damak,training_data_195,20.267111534314555
195,Damak,training_data_196,20.559460557196655
196,Damak,training_data_197,20.264680993831075
197,Damak,training_data_198,20.311339899439503
198,Damak,training_data_199,19.98764184601302
199,Damak,training_data_200,20.809845692922906
200,Damak,training_data_201,20.574768841696237
201,Damak,training_data_202,20.36291708955121
202,Damak,training_data_203,20.942893123107762
203,Damak,training_data_204,20.275327658704235
204,Damak,training_data_205,20.691938921898394
205,Damak,training_data_206,20.126730613222716
206,Damak,training_data_207,21.155887566946284
207,Damak,training_data_208,20.75563561248784
208,Damak,training_data_209,20.76145679
209,Damak,training_data_210,20.93517273
210,Damak,training_data_211,20.06590458107616
211,Damak,training_data_212,20.54730146576858
212,Damak,training_data_213,21.070180212977874
213,Damak,training_data_214,20.75317686
214,Damak,training_data_215,20.36308332494523
215,Damak,training_data_216,20.570689629226653
216,Damak,training_data_217,20.61444956237963
217,Damak,training_data_218,19.945838458517326
218,Damak,training_data_219,20.15151268120112
219,Damak,training_data_220,20.060391618680416
220,Damak,training_data_221,21.163223853909344
221,Damak,training_data_222,21.011706921214532
222,Damak,training_data_223,20.269759837918464
223,Damak,training_data_224,20.460917600010895
224,Damak,training_data_225,20.674426510082075
225,Damak,training_data_226,19.759850116332895
226,Damak,training_data_227,19.92512092312683
227,Damak,training_data_228,19.939969128720172
228,Damak,training_data_229,21.04610711911065
229,Damak,training_data_230,20.687061251040802
230,Damak,training_data_231,20.828712154114125
231,Damak,training_data_232,20.99371525610619
232,Damak,training_data_233,19.861674594010275
233,Damak,training_data_234,21.028320482344196
234,Damak,training_data_235,20.34858804350608
235,Damak,training_data_236,20.557201556612537
236,Damak,training_data_237,20.111299367502497
237,Damak,training_data_238,19.94497182659369
238,Damak,training_data_239,20.734749571842787
239,Damak,training_data_240,20.700970353331748
240,Damak,training_data_241,20.80290617073335
241,Damak,training_data_242,20.47330496372148
242,Damak,training_data_243,20.544968733244716
243,Damak,training_data_244,20.68940687903804
244,Damak,training_data_245,20.908015346827217
245,Damak,training_data_246,20.275809975062444
246,Damak,training_data_247,20.423401203681227
247,Damak,training_data_248,20.91712315946419
248,Damak,training_data_249,20.312170653190538
249,Damak,training_data_250,20.55872282558916
250,Damak,training_data_251,20.504705632585377
251,Damak,training_data_252,20.498340205964364
252,Damak,training_data_253,20.580099834706694
253,Damak,training_data_254,20.55748774571706
254,Damak,training_data_255,20.162150434722413
255,Damak,training_data_256,20.199973331648586
256,Damak,training_data_257,20.302061524849375
257,Damak,training_data_258,20.538470357875177
258,Damak,training_data_259,19.814857575190533
259,Damak,training_data_260,20.281361610036786
260,Damak,training_data_261,20.862904692431535
261,Damak,training_data_262,20.705567657123286
262,Damak,training_data_263,20.713965567333652
263,Damak,training_data_264,21.14622484039026
264,Damak,training_data_265,20.658453040598417
265,Damak,training_data_266,21.111973017535377
266,Damak,training_data_267,20.98124343
267,Damak,training_data_268,19.857631139857695
268,Damak,training_data_269,20.005088752797004
269,Damak,training_data_270,20.387517301669096
270,Damak,training_data_271,20.15312986666216
271,Damak,training_data_272,19.853684098433416
272,Damak,training_data_273,20.503214228525458
273,Damak,training_data_274,20.5069889
274,Damak,training_data_275,20.52416966009046
275,Damak,training_data_276,20.325799887186616
276,Damak,training_data_277,20.94840044117879
277,Damak,training_data_278,20.74868828785969
278,Damak,training_data_279,20.886865916933257
279,Damak,training_data_280,20.88158613
280,Damak,training_data_281,20.63509499715455
281,Damak,training_data_282,19.96259336097744
282,Damak,training_data_283,20.21009556079051
283,Damak,training_data_284,20.35256461
284,Damak,training_data_285,20.401784077032175
285,Damak,training_data_286,20.321354540194235
286,Damak,training_data_287,20.828654436744653
287,Damak,training_data_288,20.399722467505608
288,Damak,training_data_289,20.4479503
289,Damak,training_data_290,21.352238057328616
290,Damak,training_data_291,21.099202633268884
291,Damak,training_data_292,20.41591287006715
292,Damak,training_data_293,20.358953961980735
293,Damak,training_data_294,20.81288238421107
294,Damak,training_data_295,21.08933842448849
295,Damak,training_data_296,20.51247593096169
296,Damak,training_data_297,20.63777206792457
297,Damak,training_data_298,20.764451429514963
298,Damak,training_data_299,21.113246672271284
299,Damak,training_data_300,20.327294644949983
300,Damak,training_data_301,20.994978815025835
301,Damak,training_data_302,20.450320796129205
302,Damak,training_data_303,21.004982205647636
303,Damak,training_data_304,21.003992205480976
304,Damak,training_data_305,20.402109671487505
305,Damak,training_data_306,20.969992111274312
306,Damak,training_data_307,20.120376000071268
307,Damak,training_data_308,21.07300462919758
308,Damak,training_data_309,21.046871232956256
309,Damak,training_data_310,20.614178071480296
310,Damak,training_data_311,21.228726987256827
311,Damak,training_data_312,20.499592237756044
312,Damak,training_data_313,20.853385776441456
313,Damak,training_data_314,20.967984713017874
314,Damak,training_data_315,20.296841662166834
315,Damak,training_data_316,20.193333127269664
316,Damak,training_data_317,19.941293958018722
317,Damak,training_data_318,20.59390282471506
318,Damak,training_data_319,20.698071135192674
319,Damak,training_data_320,21.333465394770837
320,Damak,training_data_321,20.427877081630008
321,Damak,training_data_322,21.188824998459864
322,Damak,training_data_323,20.537506366325115
323,Damak,training_data_324,20.05521290579231
324,Damak,training_data_325,21.029906132163013
325,Damak,training_data_326,20.532281719128807
326,Damak,training_data_327,20.58149380648925
327,Damak,training_data_328,20.637603455449053
328,Damak,training_data_329,20.82926223268253
329,Damak,training_data_330,21.18282057247792
330,Damak,training_data_331,20.443405292355074
331,Damak,training_data_332,20.02934513071317
332,Damak,training_data_333,20.171234936200833
333,Damak,training_data_334,20.99011645021753
334,Damak,training_data_335,19.880599644954334
335,Damak,training_data_336,20.192438104524143
336,Damak,training_data_337,20.87572813862999
337,Damak,training_data_338,20.52850675772945
338,Damak,training_data_339,20.626802145430993
339,Damak,training_data_340,21.17480223623176
340,Damak,training_data_341,20.39655146286948
341,Damak,training_data_342,20.263562357617243
342,Damak,training_data_343,20.4253589
343,Damak,training_data_344,20.86414859979699
344,Damak,training_data_345,20.914564276400643
345,Damak,training_data_346,20.423168055611992
346,Damak,training_data_347,20.993989327360563
347,Damak,training_data_348,21.12677535496125
348,Damak,training_data_349,20.69344299384764
349,Damak,training_data_350,20.316881817525914
350,Damak,training_data_351,20.628404263121546
351,Damak,training_data_352,20.887457684557887
352,Damak,training_data_353,20.533484861845988
353,Damak,training_data_354,20.66624133486352
354,Damak,training_data_355,20.90541302707697
355,Damak,training_data_356,20.100690112248373
356,Damak,training_data_357,20.39485837836107
357,Damak,training_data_358,20.55477608142744
358,Damak,training_data_359,20.26000442031509
359,Damak,training_data_360,20.68558252124249
360,Damak,training_data_361,20.85457665181406
361,Damak,training_data_362,21.097062366693198
362,Damak,training_data_363,20.526417210200705
363,Damak,training_data_364,20.37881422554028
364,Damak,training_data_365,20.741976560746636
365,Damak,training_data_366,20.84351426882691
366,Damak,training_data_367,20.230057864303188
367,Damak,training_data_368,20.992772562097983
368,Damak,training_data_369,20.846200747664465
369,Damak,training_data_370,20.31574642
370,Damak,training_data_371,20.713503129823373
371,Damak,training_data_372,20.13526723316868
372,Damak,training_data_373,20.325306934477382
373,Damak,training_data_374,20.74519057372439
374,Damak,training_data_375,21.687434606083194
375,Damak,training_data_376,20.365183106777152
376,Damak,training_data_377,20.521006846957867
377,Damak,training_data_378,19.804824467006608
378,Damak,training_data_379,20.57913703711052
379,Damak,training_data_380,20.17959856313414
380,Damak,training_data_381,20.723567236878754
381,Damak,training_data_382,20.30485009847536
382,Damak,training_data_383,20.55122674702059
383,Damak,training_data_384,19.895015506479076
384,Damak,training_data_385,21.319008030338296
385,Damak,training_data_386,20.631898802231454
386,Damak,training_data_387,19.45491540650579
387,Damak,training_data_388,20.677768443482385
388,Damak,training_data_389,19.682601572429895
389,Damak,training_data_390,20.064735031616827
390,Damak,training_data_391,20.965669258793568
391,Damak,training_data_392,21.163997682259993
392,Damak,training_data_393,20.404451379000545
393,Damak,training_data_394,20.92982832026685
394,Damak,training_data_395,20.054324409146165
395,Damak,training_data_396,20.615239451928204
396,Damak,training_data_397,20.44972707225729
397,Damak,training_data_398,19.885345409025962
398,Damak,training_data_399,20.58908143660128
399,Damak,training_data_400,21.069319868638324
400,Damak,training_data_401,19.781484151085962
401,Damak,training_data_402,20.38102639534256
402,Damak,training_data_403,20.186958459919673
403,Damak,training_data_404,20.438899662653757
404,Damak,training_data_405,20.781363565833477
405,Damak,training_data_406,20.24273443591996
406,Damak,training_data_407,20.721996325689133
407,Damak,training_data_408,20.842185956958406
408,Damak,training_data_409,19.883639329686936
409,Damak,training_data_410,20.840662515023332
410,Damak,training_data_411,20.954641698287276
411,Damak,training_data_412,20.827989479397168
412,Damak,training_data_413,19.988530862388426
413,Damak,training_data_414,20.83275096706373
414,Damak,training_data_415,20.410390191734255
415,Damak,training_data_416,20.80772628264931
416,Damak,training_data_417,20.931041698276665
417,Damak,training_data_418,20.601376135657432
418,Damak,training_data_419,20.546713768007876
419,Damak,training_data_420,20.96916642156046
420,Damak,training_data_421,20.65088987731648
421,Damak,training_data_422,20.19256712997434
422,Damak,training_data_423,20.312143551838684
423,Damak,training_data_424,21.261155431946236
424,Damak,training_data_425,20.41341539704847
425,Damak,training_data_426,20.471668111592948
426,Damak,training_data_427,20.371804591467534
427,Damak,training_data_428,20.881295246937047
428,Damak,training_data_429,20.707641664249405
429,Damak,training_data_430,20.606972560641495
430,Damak,training_data_431,20.603305188108205
431,Damak,training_data_432,21.182117140026847
432,Damak,training_data_433,20.571327717755228
433,Damak,training_data_434,21.31690479696224
434,Damak,training_data_435,21.71883960052344
435,Damak,training_data_436,20.859020108158806
436,Damak,training_data_437,20.404546531543406
437,Damak,training_data_438,20.50233590057823
438,Damak,training_data_439,21.351776941131416
439,Damak,training_data_440,20.01851624181842
440,Damak,training_data_441,20.453595547628385
441,Damak,training_data_442,20.759090287753892
442,Damak,training_data_443,20.86321670215745
443,Damak,training_data_444,21.08074900864247
444,Damak,training_data_445,20.828238099376676
445,Damak,training_data_446,20.706202633654275
446,Damak,training_data_447,20.239731224178804
447,Damak,training_data_448,20.475911899597467
448,Damak,training_data_449,20.10664501027695
449,Damak,training_data_450,21.26260976773983
450,Damak,training_data_451,21.27606071186286
451,Damak,training_data_452,20.614197437152086
452,Damak,training_data_453,21.196838123195263
453,Damak,training_data_454,20.885919828759203
454,Damak,training_data_455,20.03488809945778
455,Damak,training_data_456,20.58202814
456,Damak,training_data_457,20.712016701899262
457,Damak,training_data_458,20.650030794438017
458,Damak,training_data_459,20.702536943831042
459,Damak,training_data_460,21.047564200495618
460,Damak,training_data_461,20.772913316802658
461,Damak,training_data_462,20.864344539995145
462,Damak,training_data_463,21.042738246949078
463,Damak,training_data_464,20.546814572063823
464,Damak,training_data_465,20.06829232742777
465,Damak,training_data_466,20.97171579050966
466,Damak,training_data_467,20.426668043846284
467,Damak,training_data_468,21.038030425788218
468,Damak,training_data_469,19.449818943416556
469,Damak,training_data_470,20.29593338525217
470,Damak,training_data_471,20.072225662989155
471,Damak,training_data_472,20.967329628320712
472,Damak,training_data_473,20.479449601123747
473,Damak,training_data_474,20.94392000620869
474,Damak,training_data_475,20.761309974105323
475,Damak,training_data_476,20.286039670048275
476,Damak,training_data_477,20.709179618671538
477,Damak,training_data_478,20.223613329308844
478,Damak,training_data_479,19.69570332903442
479,Damak,training_data_480,20.882835340571592
480,Damak,training_data_481,20.320066723411855
481,Damak,training_data_482,20.35138749228563
482,Damak,training_data_483,21.057664415721142
483,Damak,training_data_484,20.940623721651566
484,Damak,training_data_485,20.75073957715682
485,Damak,training_data_486,20.67097581463361
486,Damak,training_data_487,20.80099357823274
487,Damak,training_data_488,20.810824859707388
488,Damak,training_data_489,21.03468443456297
489,Damak,training_data_490,20.44426205470135
490,Damak,training_data_491,20.42415594992958
491,Damak,training_data_492,21.629147507151796
492,Damak,training_data_493,19.927143577118738
493,Damak,training_data_494,20.716500233890002
494,Damak,training_data_495,20.211223611096273
495,Damak,training_data_496,19.83982285632678
496,Damak,training_data_497,21.44358421889776
497,Damak,training_data_498,20.527215162747183
498,Damak,training_data_499,19.516686192364297
499,Damak,training_data_500,20.16844272427323
500,Damak,training_data_501,20.50219195207816
501,Damak,training_data_502,21.095349063104656
502,Damak,training_data_503,20.68097444580764
503,Damak,training_data_504,20.85705357231512
504,Damak,training_data_505,20.190429839480995
505,Damak,training_data_506,20.116767355887397
506,Damak,training_data_507,20.370017439000584
507,Damak,training_data_508,20.82062882
508,Damak,training_data_509,20.068847659911935
509,Damak,training_data_510,19.82987223
510,Damak,training_data_511,20.44906464033875
511,Damak,training_data_512,21.005783762998583
512,Damak,training_data_513,21.038864416237946
513,Damak,training_data_514,20.727024243016473
514,Damak,training_data_515,21.071850084416795
515,Damak,training_data_516,21.244041917047394
516,Damak,training_data_517,20.419196633933417
517,Damak,training_data_518,20.832975595304312
518,Damak,training_data_519,21.155427060233173
519,Damak,training_data_520,19.959177275443302
520,Damak,training_data_521,20.448446677175063
521,Damak,training_data_522,20.176823805455093
522,Damak,training_data_523,19.750854486955124
523,Damak,training_data_524,20.40130189949311
524,Damak,training_data_525,20.448502962335652
525,Damak,training_data_526,20.224242356535406
526,Damak,training_data_527,20.46557976449987
527,Damak,training_data_528,21.094026997320185
528,Damak,training_data_529,20.708199673812462
529,Damak,training_data_530,20.14094025478969
530,Damak,training_data_531,19.96330446532887
531,Damak,training_data_532,21.042547307269043
532,Damak,training_data_533,21.130291838143375
533,Damak,training_data_534,20.611645024127718
534,Damak,training_data_535,21.313218196915205
535,Damak,training_data_536,20.08583208509517
536,Damak,training_data_537,20.501755948403027
537,Damak,training_data_538,20.079540272771293
538,Damak,training_data_539,21.03979076697283
539,Damak,training_data_540,20.707747829461972
540,Damak,training_data_541,20.322631095470577
541,Damak,training_data_542,21.18558888348418
542,Damak,training_data_543,20.870424200802823
543,Damak,training_data_544,21.100279221789386
544,Damak,training_data_545,20.97007222293979
545,Damak,training_data_546,19.673282473832284
546,Damak,training_data_547,20.46933456323764
547,Damak,training_data_548,20.64193050952493
548,Damak,training_data_549,20.33202964
549,Damak,training_data_550,21.394432925084637
550,Damak,training_data_551,20.524772058047574
551,Damak,training_data_552,21.144334611117984
552,Damak,training_data_553,20.258448945498284
553,Damak,training_data_554,20.474080310241796
554,Damak,training_data_555,20.270416793219493
555,Damak,training_data_556,20.682114161440804
556,Damak,training_data_557,20.30310495851802
557,Damak,training_data_558,21.08760005144785
558,Damak,training_data_559,20.55645892072792
559,Damak,training_data_560,20.150014169275458
560,Damak,training_data_561,20.70683373
561,Damak,training_data_562,21.084552483768288
562,Damak,training_data_563,20.20536541598252
563,Damak,training_data_564,20.854090585313543
564,Damak,training_data_565,20.91554397
565,Damak,training_data_566,20.35453017
566,Damak,training_data_567,21.010471613141576
567,Damak,training_data_568,20.65518932482786
568,Damak,training_data_569,20.97064376474069
569,Damak,training_data_570,20.44368072466084
570,Damak,training_data_571,19.803498615008237
571,Damak,training_data_572,21.135418908021187
572,Damak,training_data_573,20.64962164121315
573,Damak,training_data_574,20.49528344946512
574,Damak,training_data_575,20.347531880364762
575,Damak,training_data_576,21.409264769017756
576,Damak,training_data_577,20.596386677112775
577,Damak,training_data_578,20.677161201402566
578,Damak,training_data_579,20.503788673018672
579,Damak,training_data_580,20.69996377980869
580,Damak,training_data_581,20.678033833649256
581,Damak,training_data_582,20.449829909434754
582,Damak,training_data_583,20.727369993053983
583,Damak,training_data_584,21.04352154536552
584,Damak,training_data_585,20.267905706727344
585,Damak,training_data_586,20.97471781184262
586,Damak,training_data_587,21.331350530947116
587,Damak,training_data_588,20.193465785559525
588,Damak,training_data_589,20.686820155667704
589,Damak,training_data_590,21.080803202534995
590,Damak,training_data_591,19.981692457070192
591,Damak,training_data_592,20.702771688149213
592,Damak,training_data_593,20.722972480104126
593,Damak,training_data_594,20.31961847428969
594,Damak,training_data_595,20.26471706518387
595,Damak,training_data_596,21.21657352698598
596,Damak,training_data_597,20.62842759942256
597,Damak,training_data_598,20.631085814076638
598,Damak,training_data_599,20.475595187082618
599,Damak,training_data_600,20.246773227648198
600,Damak,training_data_601,20.73240120811782
601,Damak,training_data_602,20.776357547869505
602,Damak,training_data_603,21.076092441209827
603,Damak,training_data_604,20.62563290445957
604,Damak,training_data_605,20.525241160170324
605,Damak,training_data_606,20.319448882284718
606,Damak,training_data_607,20.736638748998207
607,Damak,training_data_608,21.013238232326117
608,Damak,training_data_609,20.802454601288062
609,Damak,training_data_610,20.52091637710144
610,Damak,training_data_611,19.99073844639244
611,Damak,training_data_612,20.122477748615147
612,Damak,training_data_613,20.33771536781163
613,Damak,training_data_614,20.349307572511254
614,Damak,training_data_615,20.736623984893814
615,Damak,training_data_616,20.714365621854363
616,Damak,training_data_617,20.653539641861972
617,Damak,training_data_618,20.407445749206712
618,Damak,training_data_619,20.174279680178664
619,Damak,training_data_620,21.049845033810342
620,Damak,training_data_621,20.59311716156111
621,Damak,training_data_622,19.44709184212931
622,Damak,training_data_623,20.882355291599115
623,Damak,training_data_624,20.29241511463422
624,Damak,training_data_625,20.30554398670844
625,Damak,training_data_626,20.316184280828328
626,Damak,training_data_627,20.125656780699032
627,Damak,training_data_628,20.700579867062267
628,Damak,training_data_629,19.70408511
629,Damak,training_data_630,20.19564702
630,Damak,training_data_631,20.45157984687523
631,Damak,training_data_632,20.12217312862913
632,Damak,training_data_633,20.867367506658248
633,Damak,training_data_634,20.429044592403283
634,Damak,training_data_635,20.973984411500112
635,Damak,training_data_636,20.635902529370856
636,Damak,training_data_637,20.167766172190134
637,Damak,training_data_638,20.70254842973535
638,Damak,training_data_639,20.38864448462355
639,Damak,training_data_640,21.22897671683731
640,Damak,training_data_641,21.191016017579738
641,Damak,training_data_642,20.196799164371047
642,Damak,training_data_643,20.409640020975917
643,Damak,training_data_644,20.28604730086632
644,Damak,training_data_645,20.14300401243863
645,Damak,training_data_646,20.483096903068628
646,Damak,training_data_647,20.438037845319464
647,Damak,training_data_648,21.264817407605015
648,Damak,training_data_649,20.570605966807296
649,Damak,training_data_650,19.87103620084472
650,Damak,training_data_651,20.522974041409977
651,Damak,training_data_652,20.985010515870332
652,Damak,training_data_653,20.317070358569435
653,Damak,training_data_654,20.71550333824576
654,Damak,training_data_655,20.387578094460785
655,Damak,training_data_656,20.615266085398112
656,Damak,training_data_657,21.359485090375788
657,Damak,training_data_658,19.790239785872927
658,Damak,training_data_659,20.055811063004352
659,Damak,training_data_660,20.61447296336394
660,Damak,training_data_661,20.714102842610906
661,Damak,training_data_662,20.803862739959918
662,Damak,training_data_663,20.150438962286476
663,Damak,training_data_664,20.72316546503765
664,Damak,training_data_665,20.744591758139173
665,Damak,training_data_666,20.242709743430133
666,Damak,training_data_667,20.279936176768242
667,Damak,training_data_668,20.079553555531685
668,Damak,training_data_669,20.556014672034802
669,Damak,training_data_670,21.169365084818153
670,Damak,training_data_671,20.45832957343195
671,Damak,training_data_672,20.572503592368477
672,Damak,training_data_673,21.227689034148135
673,Damak,training_data_674,21.050932455216415
674,Damak,training_data_675,20.74127745667116
675,Damak,training_data_676,20.189952522291083
676,Damak,training_data_677,21.183506306333005
677,Damak,training_data_678,20.775725051867205
678,Damak,training_data_679,20.153887223171726
679,Damak,training_data_680,20.376399061496326
680,Damak,training_data_681,20.248880379961225
681,Damak,training_data_682,20.411933621626677
682,Damak,training_data_683,21.063292222248055
683,Damak,training_data_684,20.490791801260958
684,Damak,training_data_685,20.44636811894501
685,Damak,training_data_686,20.716228927620072
686,Damak,training_data_687,20.470208379503596
687,Damak,training_data_688,20.17890524314375
688,Damak,training_data_689,19.88542602462508
689,Damak,training_data_690,20.118963943042424
690,Damak,training_data_691,20.753357804983942
691,Damak,training_data_692,21.166420062921596
692,Damak,training_data_693,20.67194541623826
693,Damak,training_data_694,20.35197820620487
694,Damak,training_data_695,20.77201391
695,Damak,training_data_696,21.20559474675797
696,Damak,training_data_697,21.09416256244867
697,Damak,training_data_698,20.54707626832262
698,Damak,training_data_699,20.080085911338834
699,Damak,training_data_700,20.424280932274034
